CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,ICD10CMCode,concept_code,concept_id
C0002962,ENG,S,L0700183,PF,S0804179,N,A17839062,,,I20.9,ICD10CM,PT,I20.9,"Angina pectoris, unspecified",4,N,256.0,,['Sign or Symptom'],I209,I20.9,35207683
C0003076,ENG,S,L0487573,PF,S0583429,N,A17841501,,,Q13.1,ICD10CM,PT,Q13.1,Absence of iris,4,N,256.0,,['Congenital Abnormality'],Q131,Q13.1,35210751
C0003126,ENG,P,L0003126,PF,S0014267,N,A17867199,,,R43.0,ICD10CM,PT,R43.0,Anosmia,4,N,256.0,,['Finding'],R430,R43.0,35211351
C0003431,ENG,P,L0003431,VC,S0356087,N,A17799888,,,F60.2,ICD10CM,PT,F60.2,Antisocial personality disorder,4,N,256.0,,['Mental or Behavioral Dysfunction'],F602,F60.2,35207213
C0003469,ENG,S,L1224826,PF,S0591476,N,A17799862,,,F41.9,ICD10CM,PT,F41.9,"Anxiety disorder, unspecified",4,N,256.0,,['Mental or Behavioral Dysfunction'],F419,F41.9,35207173
C0003705,ENG,S,L0823983,PF,S1047525,N,A17835348,,,T63.3,ICD10CM,HT,T63.3,Toxic effect of venom of spider,4,N,256.0,,['Injury or Poisoning'],T633,T63.3,1575080
C0003742,ENG,P,L0003742,VC,S0356512,N,A17838687,,,H18.41,ICD10CM,HT,H18.41,Arcus senilis,4,N,256.0,,['Disease or Syndrome'],H1841,H18.41,45600876
C0003803,ENG,S,L0078983,VC,S0470971,N,A17815974,,,Q07.0,ICD10CM,HT,Q07.0,Arnold-Chiari syndrome,4,N,256.0,,['Congenital Abnormality'],Q070,Q07.0,1572052
C0003907,ENG,S,L0003907,VC,S0356659,N,A17873600,,,T78.41,ICD10CM,HT,T78.41,Arthus phenomenon,4,N,256.0,,['Disease or Syndrome'],T7841,T78.41,19265
C0004030,ENG,P,L0004030,PF,S0016245,N,A17773579,,,B44,ICD10CM,HT,B44,Aspergillosis,4,N,256.0,,['Disease or Syndrome'],B44,B44,1567406
C0004030,ENG,S,L0516195,PF,S0593339,N,A17837531,,,B44.9,ICD10CM,PT,B44.9,"Aspergillosis, unspecified",4,N,256.0,,['Disease or Syndrome'],B449,B44.9,35205865
C0004153,ENG,P,L0004153,PF,S0016520,N,A17787957,,,I70,ICD10CM,HT,I70,Atherosclerosis,4,N,256.0,,['Disease or Syndrome'],I70,I70,1569271
C0004245,ENG,S,L0517431,VCW,S11688118,Y,A17864473,,,I44.30,ICD10CM,PT,I44.30,Unspecified atrioventricular block,4,N,256.0,,['Disease or Syndrome'],I4430,I44.30,45596204
C0004576,ENG,P,L0004576,PF,S0017433,N,A32092960,,,B60.0,ICD10CM,HT,B60.0,Babesiosis,4,N,256.0,,['Disease or Syndrome'],B600,B60.0,35205920
C0004576,ENG,S,L16532540,PF,S20032971,Y,A32093374,,,B60.00,ICD10CM,PT,B60.00,"Babesiosis, unspecified",4,N,256.0,,['Disease or Syndrome'],B6000,B60.00,725211
C0004604,ENG,S,L0297766,PF,S0368198,N,A17840265,,,M54,ICD10CM,HT,M54,Dorsalgia,4,N,256.0,,['Sign or Symptom'],M54,M54,1570701
C0004604,ENG,S,L0818374,PF,S0862412,N,A17776280,,,M54.9,ICD10CM,PT,M54.9,"Dorsalgia, unspecified",4,N,256.0,,['Sign or Symptom'],M549,M54.9,35208971
C0004623,ENG,S,L0520074,PF,S0596823,N,A17837406,,,A49.9,ICD10CM,PT,A49.9,"Bacterial infection, unspecified",4,N,256.0,,['Disease or Syndrome'],A499,A49.9,35205579
C0004623,ENG,S,L0738402,PF,S0815637,Y,A17837404,,,A49,ICD10CM,HT,A49,Bacterial infection of unspecified site,4,N,256.0,,['Disease or Syndrome'],A49,A49,1567295
C0004692,ENG,P,L0004692,PF,S0017670,N,A17862696,,,A07.0,ICD10CM,PT,A07.0,Balantidiasis,4,N,256.0,,['Disease or Syndrome'],A070,A07.0,35205439
C0004766,ENG,P,L0004766,PF,S0218565,N,A17853583,,,N75.1,ICD10CM,PT,N75.1,Abscess of Bartholin's gland,4,N,256.0,,['Pathologic Function'],N751,N75.1,35209380
C0005138,ENG,P,L0005138,PF,S0018457,N,A17852053,,,J63.2,ICD10CM,PT,J63.2,Berylliosis,4,N,256.0,,['Injury or Poisoning'],J632,J63.2,35208032
C0005592,ENG,P,L0005592,VC,S0819088,N,A17775389,,,J67.2,ICD10CM,PT,J67.2,Bird fancier's lung,4,N,256.0,,['Disease or Syndrome'],J672,J67.2,35208044
C0005716,ENG,P,L0005716,PF,S0019549,N,A17811970,,,B40,ICD10CM,HT,B40,Blastomycosis,4,N,256.0,,['Disease or Syndrome'],B40,B40,1567400
C0005716,ENG,S,L0527456,PF,S0601550,N,A17786369,,,B40.9,ICD10CM,PT,B40.9,"Blastomycosis, unspecified",4,N,256.0,,['Disease or Syndrome'],B409,B40.9,35205847
C0005744,ENG,P,L0005744,PF,S0019579,N,A17812968,,,H02.52,ICD10CM,HT,H02.52,Blepharophimosis,4,N,256.0,,['Anatomical Abnormality'],H0252,H02.52,1568473
C0005887,ENG,P,L0005887,VO,S0000149,N,A17799873,,,F45.22,ICD10CM,PT,F45.22,Body dysmorphic disorder,4,N,256.0,,['Mental or Behavioral Dysfunction'],F4522,F45.22,45533111
C0006080,ENG,S,L8908141,PF,S12053151,Y,A18913570,,,Y93.71,ICD10CM,PT,Y93.71,"Activity, boxing",4,N,256.0,,['Daily or Recreational Activity'],Y9371,Y93.71,45566390
C0006114,ENG,P,L0007779,VC,S0362922,N,A17774481,,,G93.6,ICD10CM,PT,G93.6,Cerebral edema,4,N,256.0,,['Pathologic Function'],G936,G93.6,35207507
C0006142,ENG,P,L0531189,PF,S0683605,N,A17786485,,,C50,ICD10CM,HT,C50,Malignant neoplasm of breast,4,N,256.0,,['Neoplastic Process'],C50,C50,1567537
C0006285,ENG,S,L0159228,VW,S11616598,Y,A17788102,,,J18.0,ICD10CM,PT,J18.0,"Bronchopneumonia, unspecified organism",4,N,256.0,,['Disease or Syndrome'],J180,J18.0,35207952
C0006849,ENG,S,L0770564,PF,S0832106,N,A17850283,,,B37.0,ICD10CM,PT,B37.0,Candidal stomatitis,4,N,256.0,,['Disease or Syndrome'],B370,B37.0,35205820
C0007099,ENG,S,L0772413,PF,S0832933,N,A17786670,,,D09.9,ICD10CM,PT,D09.9,"Carcinoma in situ, unspecified",4,N,,,['Neoplastic Process'],D099,D09.9,35206497
C0007102,ENG,S,L0180265,PF,S0244788,N,A17786445,,,C18,ICD10CM,HT,C18,Malignant neoplasm of colon,4,N,256.0,,['Neoplastic Process'],C18,C18,1567477
C0007102,ENG,S,L0547230,PF,S0683654,N,A17773665,,,C18.9,ICD10CM,PT,C18.9,"Malignant neoplasm of colon, unspecified",4,N,,,['Neoplastic Process'],C189,C18.9,35206139
C0007855,ENG,S,L0779641,PF,S0993054,N,A17853596,,,N84.1,ICD10CM,PT,N84.1,Polyp of cervix uteri,4,N,256.0,,['Neoplastic Process'],N841,N84.1,35209424
C0007933,ENG,S,L0007933,PF,S0024088,N,A17774491,,,H00.1,ICD10CM,HT,H00.1,Chalazion,4,N,256.0,,['Disease or Syndrome'],H001,H00.1,1568445
C0008350,ENG,P,L0008350,PF,S0024860,N,A17788313,,,K80,ICD10CM,HT,K80,Cholelithiasis,4,N,256.0,,['Disease or Syndrome'],K80,K80,1569685
C0008677,ENG,S,L0041770,VCW,S0218329,N,A17826592,,,J42,ICD10CM,PT,J42,Unspecified chronic bronchitis,4,N,256.0,,['Disease or Syndrome'],J42,J42,35208017
C0008683,ENG,P,L0008683,PF,S0218300,N,A17775348,,,J32.1,ICD10CM,PT,J32.1,Chronic frontal sinusitis,4,N,256.0,,['Disease or Syndrome'],J321,J32.1,35207978
C0008909,ENG,P,L0008909,PF,S0025746,N,A17799858,,,F40.240,ICD10CM,PT,F40.240,Claustrophobia,4,N,256.0,,['Mental or Behavioral Dysfunction'],F40240,F40.240,45576544
C0009421,ENG,S,L0009421,PF,S0026654,N,A17867181,,,R40.2,ICD10CM,HT,R40.2,Coma,4,N,256.0,,['Disease or Syndrome'],R402,R40.2,1572234
C0009421,ENG,S,L0790997,VCW,S11688326,N,A17841693,,,R40.20,ICD10CM,PT,R40.20,Unspecified coma,4,N,256.0,,['Disease or Syndrome'],R4020,R40.20,45606806
C0009592,ENG,P,L0009592,PF,S0218061,N,A17787306,,,G93.5,ICD10CM,PT,G93.5,Compression of brain,4,N,256.0,,['Disease or Syndrome'],G935,G93.5,35207506
C0010051,ENG,S,L0161116,PF,S0848657,N,A17787846,,,I25.41,ICD10CM,PT,I25.41,Coronary artery aneurysm,4,N,256.0,,['Disease or Syndrome'],I2541,I25.41,45557538
C0010074,ENG,S,L0799098,PF,S0940336,N,A17790288,,,Q24.5,ICD10CM,PT,Q24.5,Malformation of coronary vessels,4,N,256.0,,['Congenital Abnormality'],Q245,Q24.5,35210828
C0010232,ENG,P,L0010232,PF,S0028666,N,A17786334,,,B08.010,ICD10CM,PT,B08.010,Cowpox,4,N,256.0,,['Disease or Syndrome'],B08010,B08.010,45561741
C0010278,ENG,P,L0010278,PF,S0004764,N,A35632750,,,Q75.0,ICD10CM,HT,Q75.0,Craniosynostosis,4,N,256.0,,['Disease or Syndrome'],Q750,Q75.0,35211101
C0010414,ENG,S,L0010414,PF,S0029028,N,A17862900,,,B45,ICD10CM,HT,B45,Cryptococcosis,4,N,256.0,,['Disease or Syndrome'],B45,B45,1567408
C0011119,ENG,S,L0769381,PF,S0831669,N,A17848214,,,T70.3,ICD10CM,HT,T70.3,Caisson disease [decompression sickness],4,N,,,['Disease or Syndrome'],T703,T70.3,19167
C0011175,ENG,P,L0011175,PF,S0030675,N,A17838167,,,E86.0,ICD10CM,PT,E86.0,Dehydration,4,N,256.0,,['Disease or Syndrome'],E860,E86.0,45557144
C0012555,ENG,P,L0012555,PF,S0217607,N,A17824748,,,A36.3,ICD10CM,PT,A36.3,Cutaneous diphtheria,4,N,256.0,,['Disease or Syndrome'],A363,A36.3,35205535
C0012557,ENG,P,L0012557,PF,S0217604,N,A17798962,,,A36.2,ICD10CM,PT,A36.2,Laryngeal diphtheria,4,N,256.0,,['Disease or Syndrome'],A362,A36.2,35205534
C0013298,ENG,P,L0013298,PF,S0035793,N,A17864875,,,K29.8,ICD10CM,HT,K29.8,Duodenitis,4,N,256.0,,['Disease or Syndrome'],K298,K29.8,1569574
C0013312,ENG,S,L0820968,PF,S0983103,N,A17776442,,,M72.0,ICD10CM,PT,M72.0,Palmar fascial fibromatosis [Dupuytren],4,N,,,['Disease or Syndrome'],M720,M72.0,35208980
C0013378,ENG,S,L0314571,PF,S0394972,N,A17777754,,,R43.2,ICD10CM,PT,R43.2,Parageusia,4,N,256.0,,['Finding'],R432,R43.2,35211353
C0013537,ENG,P,L0013537,PF,S0036256,N,A17853697,,,O15,ICD10CM,HT,O15,Eclampsia,4,N,256.0,,['Disease or Syndrome'],O15,O15,1571657
C0013537,ENG,S,L0654280,PF,S0867615,N,A17777023,,,O15.9,ICD10CM,PT,O15.9,"Eclampsia, unspecified as to time period",4,N,,,['Disease or Syndrome'],O159,O15.9,35209551
C0013570,ENG,S,L0388729,PF,S0501355,N,A17773546,,,B08.02,ICD10CM,PT,B08.02,Orf virus disease,4,N,256.0,,['Disease or Syndrome'],B0802,B08.02,45552211
C0013691,ENG,P,L0013691,PF,S0618213,N,A17826633,,,J94.0,ICD10CM,PT,J94.0,Chylous effusion,4,N,256.0,,['Disease or Syndrome'],J940,J94.0,35208088
C0013924,ENG,P,L0013924,PF,S0218264,N,A17839225,,,I74.9,ICD10CM,PT,I74.9,Embolism and thrombosis of unspecified artery,4,N,,,['Pathologic Function'],I749,I74.9,35207867
C0014013,ENG,S,L0034222,PF,S0078952,N,A17864776,,,J86,ICD10CM,HT,J86,Pyothorax,4,N,256.0,,['Disease or Syndrome'],J86,J86,1569504
C0014061,ENG,S,L0040202,PF,S0217653,N,A17786300,,,A84,ICD10CM,HT,A84,Tick-borne viral encephalitis,4,N,256.0,,['Disease or Syndrome'],A84,A84,1567340
C0014061,ENG,S,L0522026,PF,S0746442,N,A17862820,,,A84.9,ICD10CM,PT,A84.9,"Tick-borne viral encephalitis, unspecified",4,N,256.0,,['Disease or Syndrome'],A849,A84.9,35205683
C0014130,ENG,S,L0181062,VCW,S0870018,N,A17786905,,,E34.9,ICD10CM,PT,E34.9,"Endocrine disorder, unspecified",4,N,256.0,,['Disease or Syndrome'],E349,E34.9,35206962
C0014173,ENG,P,L0014173,VC,S0370281,N,A17815446,,,N85.0,ICD10CM,HT,N85.0,Endometrial hyperplasia,4,N,256.0,,['Disease or Syndrome'],N850,N85.0,1571576
C0014173,ENG,S,L5189057,PF,S5925748,Y,A17866415,,,N85.00,ICD10CM,PT,N85.00,"Endometrial hyperplasia, unspecified",4,N,256.0,,['Disease or Syndrome'],N8500,N85.00,45577542
C0014177,ENG,P,L0014177,PF,S0003308,N,A34620277,,,N80.2,ICD10CM,HT,N80.2,Endometriosis of fallopian tube,4,N,256.0,,['Disease or Syndrome'],N802,N80.2,35209394
C0015696,ENG,P,L0015696,VCW,S0354924,N,A17826790,,,K70.0,ICD10CM,PT,K70.0,Alcoholic fatty liver,4,N,256.0,,['Disease or Syndrome'],K700,K70.0,35208330
C0015802,ENG,S,L0015812,PF,S0648456,N,A17806671,,,S72,ICD10CM,HT,S72,Fracture of femur,4,N,256.0,,['Injury or Poisoning'],S72,S72,1573642
C0016508,ENG,P,L0016508,VO,S0845144,Y,A17790368,,,Q66,ICD10CM,HT,Q66,Congenital deformities of feet,4,N,256.0,,['Congenital Abnormality'],Q66,Q66,1572123
C0016508,ENG,S,L0795087,PF,S0845149,N,A30947323,,,Q66.9,ICD10CM,HT,Q66.9,"Congenital deformity of feet, unspecified",4,N,,,['Congenital Abnormality'],Q669,Q66.9,35211060
C0016782,ENG,P,L0016782,PF,S0218107,N,A17864080,,,H20.81,ICD10CM,HT,H20.81,Fuchs' heterochromic cyclitis,4,N,256.0,,['Disease or Syndrome'],H2081,H20.81,45557365
C0016807,ENG,S,L0815734,PF,S0889262,N,A17852200,,,K59.9,ICD10CM,PT,K59.9,"Functional intestinal disorder, unspecified",4,N,256.0,,['Disease or Syndrome'],K599,K59.9,35208293
C0017205,ENG,P,L0017205,VC,S0651756,N,A17825468,,,E75.22,ICD10CM,PT,E75.22,Gaucher disease,4,N,256.0,,['Disease or Syndrome'],E7522,E75.22,45581381
C0017327,ENG,P,L1007399,PF,S1288947,N,A17800752,,,I70.91,ICD10CM,PT,I70.91,Generalized atherosclerosis,4,N,256.0,,['Disease or Syndrome'],I7091,I70.91,45601080
C0017455,ENG,P,L0017455,PF,S0044581,N,A17862903,,,B48.3,ICD10CM,PT,B48.3,Geotrichosis,4,N,256.0,,['Disease or Syndrome'],B483,B48.3,35205887
C0017589,ENG,P,L0017589,PF,S0044867,N,A17824740,,,A24.0,ICD10CM,PT,A24.0,Glanders,4,N,256.0,,['Disease or Syndrome'],A240,A24.0,35205496
C0017614,ENG,P,L0017614,VC,S0652783,N,A20107001,,,H40.0,ICD10CM,HT,H40.0,Glaucoma suspect,4,N,256.0,,['Disease or Syndrome'],H400,H40.0,35207556
C0017924,ENG,S,L0024982,VO,S0686095,N,A17786949,,,E74.04,ICD10CM,PT,E74.04,McArdle disease,4,N,256.0,,['Disease or Syndrome'],E7404,E74.04,45566757
C0018041,ENG,S,L9594890,PF,S12053191,Y,A18910936,,,Y93.53,ICD10CM,PT,Y93.53,"Activity, golf",4,N,256.0,,['Daily or Recreational Activity'],Y9353,Y93.53,45556802
C0018204,ENG,P,L0018204,PF,S0003121,N,A17802463,,,N41.4,ICD10CM,PT,N41.4,Granulomatous prostatitis,4,N,256.0,,['Disease or Syndrome'],N414,N41.4,45558154
C0018572,ENG,S,L0391293,PF,S0483726,N,A17799058,,,B08.4,ICD10CM,PT,B08.4,Enteroviral vesicular stomatitis with exanthem,4,N,256.0,,['Disease or Syndrome'],B084,B08.4,35205755
C0018818,ENG,P,L0042513,VO,S0001834,N,A17841510,,,Q21.0,ICD10CM,PT,Q21.0,Ventricular septal defect,4,N,256.0,,['Congenital Abnormality'],Q210,Q21.0,35210800
C0018926,ENG,P,L0018926,PF,S0047444,N,A17814014,,,K92.0,ICD10CM,PT,K92.0,Hematemesis,4,N,256.0,,['Sign or Symptom'],K920,K92.0,35208412
C0019065,ENG,P,L0019065,PF,S0047673,N,A17788300,,,K66.1,ICD10CM,PT,K66.1,Hemoperitoneum,4,N,256.0,,['Pathologic Function'],K661,K66.1,35208326
C0019104,ENG,S,L0573488,PF,S0752910,N,A17811909,,,A99,ICD10CM,PT,A99,Unspecified viral hemorrhagic fever,4,N,256.0,,['Disease or Syndrome'],A99,A99,35205726
C0019196,ENG,S,L5188878,PF,S5926157,Y,A17850260,,,B19.2,ICD10CM,HT,B19.2,Unspecified viral hepatitis C,4,N,256.0,,['Disease or Syndrome'],B192,B19.2,1567379
C0019562,ENG,P,L0211478,VC,S0282999,N,A34619657,,,Q85.83,ICD10CM,PT,Q85.83,Von Hippel-Lindau syndrome,4,N,256.0,,['Disease or Syndrome'],Q8583,Q85.83,37402972
C0019655,ENG,P,L0019655,PF,S0048587,N,A17786365,,,B39,ICD10CM,HT,B39,Histoplasmosis,4,N,256.0,,['Disease or Syndrome'],B39,B39,1567399
C0019655,ENG,S,L0583590,PF,S0661409,N,A17862894,,,B39.9,ICD10CM,PT,B39.9,"Histoplasmosis, unspecified",4,N,256.0,,['Disease or Syndrome'],B399,B39.9,35205841
C0019829,ENG,S,L1217824,VC,S3352847,N,A17812163,,,C81,ICD10CM,HT,C81,Hodgkin lymphoma,4,N,256.0,,['Neoplastic Process'],C81,C81,1567633
C0019829,ENG,S,L9389757,PF,S11639313,Y,A17799307,,,C81.9,ICD10CM,HT,C81.9,"Hodgkin lymphoma, unspecified",4,N,256.0,,['Neoplastic Process'],C819,C81.9,1567640
C0019919,ENG,P,L0019919,PF,S0218149,N,A17812927,,,H00.01,ICD10CM,HT,H00.01,Hordeolum externum,4,N,256.0,,['Disease or Syndrome'],H0001,H00.01,45600814
C0020450,ENG,S,L0183568,PF,S0248159,N,A17841045,,,O21,ICD10CM,HT,O21,Excessive vomiting in pregnancy,4,N,256.0,,['Sign or Symptom'],O21,O21,1571661
C0020461,ENG,P,L0020461,PF,S0050379,N,A17825488,,,E87.5,ICD10CM,PT,E87.5,Hyperkalemia,4,N,256.0,,['Finding'],E875,E87.5,35207097
C0020496,ENG,P,L0020496,PF,S0218758,N,A17866130,,,M85.2,ICD10CM,PT,M85.2,Hyperostosis of skull,4,N,256.0,,['Disease or Syndrome'],M852,M85.2,35209098
C0020505,ENG,S,L0032572,PF,S0004505,N,A17829001,,,R63.2,ICD10CM,PT,R63.2,Polyphagia,4,N,256.0,,['Finding'],R632,R63.2,35211407
C0020555,ENG,P,L0020555,PF,S0050551,N,A17839631,,,L68,ICD10CM,HT,L68,Hypertrichosis,4,N,256.0,,['Disease or Syndrome'],L68,L68,1569797
C0020555,ENG,S,L0315603,PF,S0396758,N,A17814102,,,L68.3,ICD10CM,PT,L68.3,Polytrichia,4,N,256.0,,['Disease or Syndrome'],L683,L68.3,35208618
C0020555,ENG,S,L0854613,PF,S0905720,N,A17852338,,,L68.9,ICD10CM,PT,L68.9,"Hypertrichosis, unspecified",4,N,256.0,,['Disease or Syndrome'],L689,L68.9,35208620
C0020594,ENG,P,L0020594,VC,S0000169,N,A17863696,,,F52.0,ICD10CM,PT,F52.0,Hypoactive sexual desire disorder,4,N,256.0,,['Mental or Behavioral Dysfunction'],F520,F52.0,35207201
C0020595,ENG,S,L9354531,PF,S11688049,Y,A17786894,,,E27.40,ICD10CM,PT,E27.40,Unspecified adrenocortical insufficiency,4,N,256.0,,['Disease or Syndrome'],E2740,E27.40,45605416
C0020615,ENG,S,L0585355,PF,S0664131,N,A17838061,,,E16.2,ICD10CM,PT,E16.2,"Hypoglycemia, unspecified",4,N,256.0,,['Disease or Syndrome'],E162,E16.2,35206889
C0020623,ENG,S,L0023813,PF,S0931705,N,A17774177,,,E78.6,ICD10CM,PT,E78.6,Lipoprotein deficiency,4,N,256.0,,['Finding'],E786,E78.6,35207066
C0022602,ENG,P,L0022602,PF,S0218664,N,A17775684,,,L57.0,ICD10CM,PT,L57.0,Actinic keratosis,4,N,256.0,,['Neoplastic Process'],L570,L57.0,35208568
C0022603,ENG,P,L0022603,PF,S0403551,N,A17865124,,,L82,ICD10CM,HT,L82,Seborrheic keratosis,4,N,256.0,,['Neoplastic Process'],L82,L82,1569811
C0022734,ENG,P,L0022734,PF,S0055612,N,A17774317,,,F63.2,ICD10CM,PT,F63.2,Kleptomania,4,N,256.0,,['Mental or Behavioral Dysfunction'],F632,F63.2,35207222
C0022893,ENG,P,L0022893,PF,S0055931,N,A17851697,,,H83.0,ICD10CM,HT,H83.0,Labyrinthitis,4,N,256.0,,['Disease or Syndrome'],H830,H83.0,1569064
C0022893,ENG,S,L9400207,PF,S11642784,Y,A17813408,,,H83.09,ICD10CM,PT,H83.09,"Labyrinthitis, unspecified ear",4,N,256.0,,['Disease or Syndrome'],H8309,H83.09,45601011
C0023182,ENG,P,L0778116,PF,S0834983,N,A32092988,,,G96.0,ICD10CM,HT,G96.0,Cerebrospinal fluid leak,4,N,256.0,,['Pathologic Function'],G960,G96.0,35207514
C0023182,ENG,S,L16532144,PF,S20033029,Y,A32092361,,,G96.00,ICD10CM,PT,G96.00,"Cerebrospinal fluid leak, unspecified",4,N,256.0,,['Pathologic Function'],G9600,G96.00,725309
C0023316,ENG,P,L0023316,VO,S0218167,N,A17813170,,,H27.11,ICD10CM,HT,H27.11,Subluxation of lens,4,N,256.0,,['Disease or Syndrome'],H2711,H27.11,45538247
C0023348,ENG,P,L0023348,VCW,S0221425,N,A17862732,,,A30.5,ICD10CM,PT,A30.5,Lepromatous leprosy,4,N,256.0,,['Disease or Syndrome'],A305,A30.5,35205519
C0023443,ENG,P,L0023443,VC,S0377179,N,A18911003,,,C91.4,ICD10CM,HT,C91.4,Hairy cell leukemia,4,N,256.0,,['Neoplastic Process'],C914,C91.4,1567684
C0023467,ENG,S,L0026978,VCW,S0585307,N,A17825133,,,C92.0,ICD10CM,HT,C92.0,Acute myeloblastic leukemia,4,N,256.0,,['Neoplastic Process'],C920,C92.0,1567690
C0023470,ENG,P,L0023470,VC,S0388748,N,A17837808,,,C92,ICD10CM,HT,C92,Myeloid leukemia,4,N,256.0,,['Neoplastic Process'],C92,C92,1567689
C0023470,ENG,S,L0865684,VO,S0950781,N,A17863187,,,C92.9,ICD10CM,HT,C92.9,"Myeloid leukemia, unspecified",4,N,,,['Neoplastic Process'],C929,C92.9,1567698
C0023487,ENG,P,L0023487,VC,S0002143,N,A17837814,,,C92.4,ICD10CM,HT,C92.4,Acute promyelocytic leukemia,4,N,256.0,,['Neoplastic Process'],C924,C92.4,1567694
C0023886,ENG,P,L0023886,VCW,S0217565,N,A17824703,,,A06.4,ICD10CM,PT,A06.4,Amebic liver abscess,4,N,256.0,,['Disease or Syndrome'],A064,A06.4,35205434
C0023895,ENG,S,L0814745,PF,S0931969,N,A17801080,,,K76.9,ICD10CM,PT,K76.9,"Liver disease, unspecified",4,N,256.0,,['Disease or Syndrome'],K769,K76.9,35208368
C0024221,ENG,S,L0024222,PF,S0217789,N,A17799440,,,D18.1,ICD10CM,PT,D18.1,"Lymphangioma, any site",4,N,,,['Neoplastic Process'],D181,D18.1,35206549
C0024266,ENG,P,L0024266,VC,S0385193,N,A17773522,,,A87.2,ICD10CM,PT,A87.2,Lymphocytic choriomeningitis,4,N,256.0,,['Disease or Syndrome'],A872,A87.2,35205691
C0024433,ENG,P,L0024433,PF,S0059341,N,A17815984,,,Q18.4,ICD10CM,PT,Q18.4,Macrostomia,4,N,256.0,,['Congenital Abnormality'],Q184,Q18.4,35210785
C0024536,ENG,S,L0400150,VO,S0991025,N,A17786382,,,B52,ICD10CM,HT,B52,Plasmodium malariae malaria,4,N,,,['Disease or Syndrome'],B52,B52,1567414
C0024591,ENG,S,L0699627,PF,S0940442,N,A17823084,,,T88.3,ICD10CM,HT,T88.3,Malignant hyperthermia due to anesthesia,4,N,256.0,,['Pathologic Function'],T883,T88.3,19741
C0024636,ENG,S,L0594284,PF,S0685183,N,A17852800,,,M26.4,ICD10CM,PT,M26.4,"Malocclusion, unspecified",4,N,256.0,,['Anatomical Abnormality'],M264,M26.4,45591816
C0024904,ENG,S,L0311462,PF,S0218188,N,A17838987,,,H70.9,ICD10CM,HT,H70.9,Unspecified mastoiditis,4,N,256.0,,['Disease or Syndrome'],H709,H70.9,1569010
C0024904,ENG,S,L9385933,PF,S11692544,Y,A17800494,,,H70.90,ICD10CM,PT,H70.90,"Unspecified mastoiditis, unspecified ear",4,N,256.0,,['Disease or Syndrome'],H7090,H70.90,45547971
C0025267,ENG,S,L6713018,PF,S7815368,Y,A17838087,,,E31.21,ICD10CM,PT,E31.21,Multiple endocrine neoplasia [MEN] type I,4,N,,,['Neoplastic Process'],E3121,E31.21,45537967
C0025268,ENG,S,L6709778,PF,S7815366,Y,A17825423,,,E31.22,ICD10CM,PT,E31.22,Multiple endocrine neoplasia [MEN] type IIA,4,N,,,['Neoplastic Process'],E3122,E31.22,45542751
C0025281,ENG,P,L0025281,VO,S3425665,N,A17813401,,,H81.0,ICD10CM,HT,H81.0,Ménière's disease,4,N,256.0,,['Disease or Syndrome'],H810,H81.0,1569053
C0025281,ENG,S,L9411364,PF,S11649760,Y,A17813402,,,H81.09,ICD10CM,PT,H81.09,"Ménière's disease, unspecified ear",4,N,256.0,,['Disease or Syndrome'],H8109,H81.09,45596174
C0025295,ENG,P,L0025295,VCW,S0000252,N,A17787168,,,G00.1,ICD10CM,PT,G00.1,Pneumococcal meningitis,4,N,256.0,,['Disease or Syndrome'],G001,G00.1,35207294
C0025500,ENG,P,L0025500,PF,S0061498,N,A17825005,,,C45,ICD10CM,HT,C45,Mesothelioma,4,N,256.0,,['Neoplastic Process'],C45,C45,1567528
C0025500,ENG,S,L0595783,PF,S0687695,N,A17837647,,,C45.9,ICD10CM,PT,C45.9,"Mesothelioma, unspecified",4,N,256.0,,['Neoplastic Process'],C459,C45.9,35206212
C0025517,ENG,S,L0815982,PF,S0944976,N,A17863569,,,E88.9,ICD10CM,PT,E88.9,"Metabolic disorder, unspecified",4,N,256.0,,['Disease or Syndrome'],E889,E88.9,35207107
C0026106,ENG,P,L9985615,VO,S12493211,N,A20115771,,,F70,ICD10CM,PT,F70,Mild intellectual disabilities,4,N,256.0,,['Mental or Behavioral Dysfunction'],F70,F70,35207238
C0026896,ENG,P,L0026896,VC,S0388713,N,A17851173,,,G70.0,ICD10CM,HT,G70.0,Myasthenia gravis,4,N,256.0,,['Disease or Syndrome'],G700,G70.0,1568401
C0026948,ENG,P,L0026948,VC,S0388733,N,A17837770,,,C84.0,ICD10CM,HT,C84.0,Mycosis fungoides,4,N,256.0,,['Neoplastic Process'],C840,C84.0,1567660
C0026948,ENG,S,L0843721,PF,S11649650,Y,A17825106,,,C84.00,ICD10CM,PT,C84.00,"Mycosis fungoides, unspecified site",4,N,256.0,,['Neoplastic Process'],C8400,C84.00,45605313
C0027034,ENG,S,L0597534,PF,S0699588,N,A17773627,,,B87.2,ICD10CM,PT,B87.2,Ocular myiasis,4,N,256.0,,['Disease or Syndrome'],B872,B87.2,35206001
C0027497,ENG,P,L0027497,PF,S0065335,N,A17816150,,,R11.0,ICD10CM,PT,R11.0,Nausea,4,N,256.0,,['Sign or Symptom'],R110,R11.0,45534429
