CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,ICD10CMCode,concept_code,concept_id
C2859914,ENG,P,L9593405,PF,S12055120,N,A18917182,,,S76.921D,ICD10CM,PT,S76.921D,"Laceration of unspecified muscles, fascia and tendons at thigh level, right thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76921D,S76.921D,45535941
C2859919,ENG,P,L9596191,PF,S12055115,N,A18919795,,,S76.922S,ICD10CM,PT,S76.922S,"Laceration of unspecified muscles, fascia and tendons at thigh level, left thigh, sequela",4,N,,,['Injury or Poisoning'],S76922S,S76.922S,45598686
C2859927,ENG,P,L9595203,PF,S12056334,Y,A18925007,,,S76.991D,ICD10CM,PT,S76.991D,"Other specified injury of unspecified muscles, fascia and tendons at thigh level, right thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76991D,S76.991D,45593852
C2859930,ENG,P,L9595779,PF,S12056328,Y,A18906642,,,S76.992A,ICD10CM,PT,S76.992A,"Other specified injury of unspecified muscles, fascia and tendons at thigh level, left thigh, initial encounter",4,N,,,['Injury or Poisoning'],S76992A,S76.992A,45598687
C2859931,ENG,P,L9595780,PF,S12056330,Y,A18925008,,,S76.992D,ICD10CM,PT,S76.992D,"Other specified injury of unspecified muscles, fascia and tendons at thigh level, left thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76992D,S76.992D,45608273
C2859935,ENG,P,L9596325,PF,S12056338,Y,A18914542,,,S76.999D,ICD10CM,PT,S76.999D,"Other specified injury of unspecified muscles, fascia and tendons at thigh level, unspecified thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S76999D,S76.999D,45584126
C2859944,ENG,P,L9336917,PF,S11625368,N,A18919797,,,S77.02XA,ICD10CM,PT,S77.02XA,"Crushing injury of left hip, initial encounter",4,N,,,['Injury or Poisoning'],S7702XA,S77.02XA,45555187
C2859951,ENG,P,L9408402,PF,S11625507,N,A18909272,,,S77.11XA,ICD10CM,PT,S77.11XA,"Crushing injury of right thigh, initial encounter",4,N,,,['Injury or Poisoning'],S7711XA,S77.11XA,45545599
C2859972,ENG,P,L9387589,PF,S11620839,Y,A17794261,,,S78.011D,ICD10CM,PT,S78.011D,"Complete traumatic amputation at right hip joint, subsequent encounter",4,N,,,['Injury or Poisoning'],S78011D,S78.011D,45584129
C2859979,ENG,P,L9593271,PF,S12053801,Y,A18917189,,,S78.019A,ICD10CM,PT,S78.019A,"Complete traumatic amputation at unspecified hip joint, initial encounter",4,N,,,['Injury or Poisoning'],S78019A,S78.019A,45550378
C2859981,ENG,P,L9596572,PF,S12053802,N,A18919803,,,S78.019S,ICD10CM,PT,S78.019S,"Complete traumatic amputation at unspecified hip joint, sequela",4,N,,,['Injury or Poisoning'],S78019S,S78.019S,45535944
C2860004,ENG,P,L9596064,PF,S12053800,Y,A18922381,,,S78.119,ICD10CM,HT,S78.119,Complete traumatic amputation at level between unspecified hip and knee,4,N,,,['Injury or Poisoning'],S78119,S78.119,15173
C2860008,ENG,P,L9383000,VC,S11666651,Y,A17870918,,,S78.12,ICD10CM,HT,S78.12,Partial traumatic amputation at level between hip and knee,4,N,,,['Injury or Poisoning'],S7812,S78.12,1573763
C2860009,ENG,P,L9403062,PF,S11666672,Y,A17832795,,,S78.121,ICD10CM,HT,S78.121,Partial traumatic amputation at level between right hip and knee,4,N,,,['Injury or Poisoning'],S78121,S78.121,15174
C2860010,ENG,P,L9362325,PF,S11666669,Y,A17845501,,,S78.121A,ICD10CM,PT,S78.121A,"Partial traumatic amputation at level between right hip and knee, initial encounter",4,N,,,['Injury or Poisoning'],S78121A,S78.121A,45588988
C2860015,ENG,P,L9392894,PF,S11666659,Y,A17858081,,,S78.122D,ICD10CM,PT,S78.122D,"Partial traumatic amputation at level between left hip and knee, subsequent encounter",4,N,,,['Injury or Poisoning'],S78122D,S78.122D,45540779
C2860021,ENG,P,L9377461,PF,S11620881,Y,A17807135,,,S78.91,ICD10CM,HT,S78.91,"Complete traumatic amputation of hip and thigh, level unspecified",4,N,,,['Injury or Poisoning'],S7891,S78.91,1573765
C2860023,ENG,P,L9397618,PF,S11620989,N,A17845502,,,S78.911A,ICD10CM,PT,S78.911A,"Complete traumatic amputation of right hip and thigh, level unspecified, initial encounter",4,N,,,['Injury or Poisoning'],S78911A,S78.911A,45579284
C2860028,ENG,P,L9397610,PF,S11620912,N,A17845503,,,S78.912D,ICD10CM,PT,S78.912D,"Complete traumatic amputation of left hip and thigh, level unspecified, subsequent encounter",4,N,,,['Injury or Poisoning'],S78912D,S78.912D,45579285
C2860045,ENG,P,L9594141,PF,S12056564,N,A18917195,,,S78.929D,ICD10CM,PT,S78.929D,"Partial traumatic amputation of unspecified hip and thigh, level unspecified, subsequent encounter",4,N,,,['Injury or Poisoning'],S78929D,S78.929D,45588992
C2860053,ENG,P,L9406354,PF,S11694097,Y,A17819985,,,S79.001K,ICD10CM,PT,S79.001K,"Unspecified physeal fracture of upper end of right femur, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S79001K,S79.001K,45603516
C2860054,ENG,P,L9386118,PF,S11694096,Y,A17794269,,,S79.001P,ICD10CM,PT,S79.001P,"Unspecified physeal fracture of upper end of right femur, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S79001P,S79.001P,45579288
C2860068,ENG,P,L9396075,PF,S11694118,Y,A17858091,,,S79.009P,ICD10CM,PT,S79.009P,"Unspecified physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S79009P,S79.009P,45588994
C2860073,ENG,P,L9353269,PF,S11677523,Y,A17858092,,,S79.01,ICD10CM,HT,S79.01,Salter-Harris Type I physeal fracture of upper end of femur,4,N,256.0,,['Injury or Poisoning'],S7901,S79.01,1573770
C2860079,ENG,P,L9353274,PF,S11677578,Y,A17870927,,,S79.011P,ICD10CM,PT,S79.011P,"Salter-Harris Type I physeal fracture of upper end of right femur, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S79011P,S79.011P,45588996
C2860086,ENG,P,L9343180,PF,S11677549,Y,A17807141,,,S79.012P,ICD10CM,PT,S79.012P,"Salter-Harris Type I physeal fracture of upper end of left femur, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S79012P,S79.012P,45555198
C2860089,ENG,P,L9363653,PF,S11677582,Y,A17832803,,,S79.019A,ICD10CM,PT,S79.019A,"Salter-Harris Type I physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S79019A,S79.019A,45603517
C2860092,ENG,P,L9353275,PF,S11677586,Y,A17832804,,,S79.019K,ICD10CM,PT,S79.019K,"Salter-Harris Type I physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S79019K,S79.019K,45550382
C2860104,ENG,P,L9351597,PF,S11663207,N,A17870930,,,S79.092A,ICD10CM,PT,S79.092A,"Other physeal fracture of upper end of left femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S79092A,S79.092A,45603518
C2860105,ENG,P,L9402647,PF,S11663212,Y,A17819993,,,S79.092D,ICD10CM,PT,S79.092D,"Other physeal fracture of upper end of left femur, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S79092D,S79.092D,45559919
C2860118,ENG,P,L9386098,PF,S11693894,Y,A17807145,,,S79.10,ICD10CM,HT,S79.10,Unspecified physeal fracture of lower end of femur,4,N,256.0,,['Injury or Poisoning'],S7910,S79.10,1573773
C2860121,ENG,P,L9375961,PF,S11693966,Y,A17858099,,,S79.101D,ICD10CM,PT,S79.101D,"Unspecified physeal fracture of lower end of right femur, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S79101D,S79.101D,45559922
C2860134,ENG,P,L9396058,PF,S11694005,N,A17832809,,,S79.109A,ICD10CM,PT,S79.109A,"Unspecified physeal fracture of lower end of unspecified femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S79109A,S79.109A,45584135
C2860135,ENG,P,L9365647,PF,S11694010,Y,A17781562,,,S79.109D,ICD10CM,PT,S79.109D,"Unspecified physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S79109D,S79.109D,45608283
C2860136,ENG,P,L9396059,PF,S11694007,Y,A17807148,,,S79.109G,ICD10CM,PT,S79.109G,"Unspecified physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S79109G,S79.109G,45584136
C2860145,ENG,P,L9373934,PF,S11677491,Y,A17781564,,,S79.111K,ICD10CM,PT,S79.111K,"Salter-Harris Type I physeal fracture of lower end of right femur, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S79111K,S79.111K,45545610
C2860156,ENG,P,L9353268,PF,S11677516,Y,A17832815,,,S79.119A,ICD10CM,PT,S79.119A,"Salter-Harris Type I physeal fracture of lower end of unspecified femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S79119A,S79.119A,45608286
C2860157,ENG,P,L9384242,PF,S11677521,Y,A17870933,,,S79.119D,ICD10CM,PT,S79.119D,"Salter-Harris Type I physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S79119D,S79.119D,45579293
C2860161,ENG,P,L9384241,PF,S11677517,Y,A17781567,,,S79.119S,ICD10CM,PT,S79.119S,"Salter-Harris Type I physeal fracture of lower end of unspecified femur, sequela",4,N,,,['Injury or Poisoning'],S79119S,S79.119S,45559926
C2860166,ENG,P,L9414713,PF,S11677731,Y,A17794278,,,S79.121G,ICD10CM,PT,S79.121G,"Salter-Harris Type II physeal fracture of lower end of right femur, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S79121G,S79.121G,45569625
C2860196,ENG,P,L9363683,PF,S11677880,Y,A17807155,,,S79.132K,ICD10CM,PT,S79.132K,"Salter-Harris Type III physeal fracture of lower end of left femur, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S79132K,S79.132K,45569627
C2860205,ENG,P,L9363692,PF,S11677935,Y,A17807157,,,S79.139S,ICD10CM,PT,S79.139S,"Salter-Harris Type III physeal fracture of lower end of unspecified femur, sequela",4,N,,,['Injury or Poisoning'],S79139S,S79.139S,45579297
C2860208,ENG,P,L9353331,PF,S11678038,Y,A17807158,,,S79.141A,ICD10CM,PT,S79.141A,"Salter-Harris Type IV physeal fracture of lower end of right femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S79141A,S79.141A,45603525
C2860220,ENG,P,L9353330,PF,S11678032,Y,A17832823,,,S79.142S,ICD10CM,PT,S79.142S,"Salter-Harris Type IV physeal fracture of lower end of left femur, sequela",4,N,,,['Injury or Poisoning'],S79142S,S79.142S,45535958
C2860221,ENG,P,L9404400,PF,S11678051,Y,A17870943,,,S79.149,ICD10CM,HT,S79.149,Salter-Harris Type IV physeal fracture of lower end of unspecified femur,4,N,256.0,,['Injury or Poisoning'],S79149,S79.149,15206
C2860223,ENG,P,L9404399,PF,S11678050,Y,A17820014,,,S79.149D,ICD10CM,PT,S79.149D,"Salter-Harris Type IV physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S79149D,S79.149D,45545613
C2860225,ENG,P,L9394198,PF,S11678049,Y,A17807161,,,S79.149K,ICD10CM,PT,S79.149K,"Salter-Harris Type IV physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S79149K,S79.149K,45569630
C2860241,ENG,P,L9372203,PF,S11663078,Y,A17845523,,,S79.192P,ICD10CM,PT,S79.192P,"Other physeal fracture of lower end of left femur, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S79192P,S79.192P,45584141
C2860242,ENG,P,L9341413,PF,S11663076,N,A17858109,,,S79.192S,ICD10CM,PT,S79.192S,"Other physeal fracture of lower end of left femur, sequela",4,N,,,['Injury or Poisoning'],S79192S,S79.192S,45559929
C2860260,ENG,P,L9593513,PF,S12056064,Y,A18906649,,,S79.819A,ICD10CM,PT,S79.819A,"Other specified injuries of unspecified hip, initial encounter",4,N,,,['Injury or Poisoning'],S79819A,S79.819A,45598699
C2860272,ENG,P,L9592987,PF,S12056075,Y,A18925015,,,S79.829,ICD10CM,HT,S79.829,Other specified injuries of unspecified thigh,4,N,256.0,,['Injury or Poisoning'],S79829,S79.829,15215
C2860274,ENG,P,L9594071,PF,S12056074,Y,A18914551,,,S79.829D,ICD10CM,PT,S79.829D,"Other specified injuries of unspecified thigh, subsequent encounter",4,N,,,['Injury or Poisoning'],S79829D,S79.829D,45559932
C2860280,ENG,P,L9385859,PF,S11691889,N,A17845528,,,S79.911S,ICD10CM,PT,S79.911S,"Unspecified injury of right hip, sequela",4,N,,,['Injury or Poisoning'],S79911S,S79.911S,45589004
C2860285,ENG,P,L9595404,PF,S12057956,Y,A18911902,,,S79.919,ICD10CM,HT,S79.919,Unspecified injury of unspecified hip,4,N,256.0,,['Injury or Poisoning'],S79919,S79.919,15218
C2860303,ENG,P,L9357027,PF,S11623046,Y,A17794291,,,S80.00,ICD10CM,HT,S80.00,Contusion of unspecified knee,4,N,256.0,,['Injury or Poisoning'],S8000,S80.00,15222
C2860310,ENG,P,L9408035,PF,S11622648,Y,A18909283,,,S80.02XA,ICD10CM,PT,S80.02XA,"Contusion of left knee, initial encounter",4,N,,,['Injury or Poisoning'],S8002XA,S80.02XA,45535966
C2860311,ENG,P,L9356977,PF,S11622650,Y,A18911903,,,S80.02XD,ICD10CM,PT,S80.02XD,"Contusion of left knee, subsequent encounter",4,N,,,['Injury or Poisoning'],S8002XD,S80.02XD,45593868
C2860345,ENG,P,L9366617,PF,S11616202,Y,A17807179,,,S80.229,ICD10CM,HT,S80.229,"Blister (nonthermal), unspecified knee",4,N,,,['Injury or Poisoning'],S80229,S80.229,15233
C2860348,ENG,P,L9397034,PF,S11616200,Y,A17794297,,,S80.229S,ICD10CM,PT,S80.229S,"Blister (nonthermal), unspecified knee, sequela",4,N,,,['Injury or Poisoning'],S80229S,S80.229S,45584147
C2860371,ENG,P,L9384805,PF,S11682482,Y,A17845544,,,S80.259A,ICD10CM,PT,S80.259A,"Superficial foreign body, unspecified knee, initial encounter",4,N,,,['Injury or Poisoning'],S80259A,S80.259A,45608294
C2860378,ENG,P,L9369661,PF,S11641767,Y,A17794301,,,S80.262D,ICD10CM,PT,S80.262D,"Insect bite (nonvenomous), left knee, subsequent encounter",4,N,,,['Injury or Poisoning'],S80262D,S80.262D,45545625
C2860387,ENG,P,L9341752,PF,S11665776,Y,A17832846,,,S80.271D,ICD10CM,PT,S80.271D,"Other superficial bite of right knee, subsequent encounter",4,N,,,['Injury or Poisoning'],S80271D,S80.271D,45579304
C2860408,ENG,P,L9345437,PF,S11611303,Y,A17832851,,,S80.819S,ICD10CM,PT,S80.819S,"Abrasion, unspecified lower leg, sequela",4,N,,,['Injury or Poisoning'],S80819S,S80.819S,45603538
C2860411,ENG,P,L9376915,PF,S11616175,Y,A17781599,,,S80.821A,ICD10CM,PT,S80.821A,"Blister (nonthermal), right lower leg, initial encounter",4,N,,,['Injury or Poisoning'],S80821A,S80.821A,45559936
C2860427,ENG,P,L9399386,PF,S11635702,Y,A17832854,,,S80.842,ICD10CM,HT,S80.842,"External constriction, left lower leg",4,N,256.0,,['Injury or Poisoning'],S80842,S80.842,15253
C2860463,ENG,P,L9372577,PF,S11665925,Y,A17832858,,,S80.871A,ICD10CM,PT,S80.871A,"Other superficial bite, right lower leg, initial encounter",4,N,,,['Injury or Poisoning'],S80871A,S80.871A,45579311
C2860471,ENG,P,L9351916,PF,S11665929,Y,A17794313,,,S80.879A,ICD10CM,PT,S80.879A,"Other superficial bite, unspecified lower leg, initial encounter",4,N,,,['Injury or Poisoning'],S80879A,S80.879A,45584153
C2860472,ENG,P,L9392797,PF,S11665931,Y,A17832860,,,S80.879D,ICD10CM,PT,S80.879D,"Other superficial bite, unspecified lower leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S80879D,S80.879D,45555216
C2860477,ENG,P,L9376068,PF,S11694855,Y,A17845559,,,S80.911A,ICD10CM,PT,S80.911A,"Unspecified superficial injury of right knee, initial encounter",4,N,,,['Injury or Poisoning'],S80911A,S80.911A,45535977
C2860509,ENG,P,L9355238,PF,S11693720,Y,A17870976,,,S81.002S,ICD10CM,PT,S81.002S,"Unspecified open wound, left knee, sequela",4,N,,,['Injury or Poisoning'],S81002S,S81.002S,45535979
C2860550,ENG,P,L9394018,PF,S11676311,Y,A17845564,,,S81.039A,ICD10CM,PT,S81.039A,"Puncture wound without foreign body, unspecified knee, initial encounter",4,N,,,['Injury or Poisoning'],S81039A,S81.039A,45550399
C2860555,ENG,P,L9373747,PF,S11675727,Y,A17794328,,,S81.041A,ICD10CM,PT,S81.041A,"Puncture wound with foreign body, right knee, initial encounter",4,N,,,['Injury or Poisoning'],S81041A,S81.041A,45550400
C2860556,ENG,P,L9404126,PF,S11675729,Y,A17832870,,,S81.041D,ICD10CM,PT,S81.041D,"Puncture wound with foreign body, right knee, subsequent encounter",4,N,,,['Injury or Poisoning'],S81041D,S81.041D,45550401
C2860559,ENG,P,L9363446,PF,S11675703,Y,A17781621,,,S81.042A,ICD10CM,PT,S81.042A,"Puncture wound with foreign body, left knee, initial encounter",4,N,,,['Injury or Poisoning'],S81042A,S81.042A,45574542
C2860564,ENG,P,L9373751,PF,S11675753,Y,A17870980,,,S81.049D,ICD10CM,PT,S81.049D,"Puncture wound with foreign body, unspecified knee, subsequent encounter",4,N,,,['Injury or Poisoning'],S81049D,S81.049D,45574543
C2860567,ENG,P,L9371466,VO,S11657070,Y,A17858152,,,S81.051,ICD10CM,HT,S81.051,"Open bite, right knee",4,N,256.0,,['Injury or Poisoning'],S81051,S81.051,15285
C2860583,ENG,P,L9375936,PF,S11693748,Y,A17845572,,,S81.801S,ICD10CM,PT,S81.801S,"Unspecified open wound, right lower leg, sequela",4,N,,,['Injury or Poisoning'],S81801S,S81.801S,45589018
C2860585,ENG,P,L9375930,PF,S11693723,Y,A17807209,,,S81.802A,ICD10CM,PT,S81.802A,"Unspecified open wound, left lower leg, initial encounter",4,N,,,['Injury or Poisoning'],S81802A,S81.802A,45593885
C2860588,ENG,P,L9406309,PF,S11693774,Y,A17858154,,,S81.809,ICD10CM,HT,S81.809,"Unspecified open wound, unspecified lower leg",4,N,256.0,,['Injury or Poisoning'],S81809,S81.809,15290
C2860594,ENG,P,L9400512,PF,S11645407,Y,A17858155,,,S81.811A,ICD10CM,PT,S81.811A,"Laceration without foreign body, right lower leg, initial encounter",4,N,,,['Injury or Poisoning'],S81811A,S81.811A,45579316
C2860595,ENG,P,L9380352,PF,S11645409,Y,A17870982,,,S81.811D,ICD10CM,PT,S81.811D,"Laceration without foreign body, right lower leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S81811D,S81.811D,45564810
C2860596,ENG,P,L9390422,PF,S11645408,Y,A17781625,,,S81.811S,ICD10CM,PT,S81.811S,"Laceration without foreign body, right lower leg, sequela",4,N,,,['Injury or Poisoning'],S81811S,S81.811S,45574544
C2860604,ENG,P,L9339271,PF,S11645432,Y,A17807213,,,S81.819S,ICD10CM,PT,S81.819S,"Laceration without foreign body, unspecified lower leg, sequela",4,N,,,['Injury or Poisoning'],S81819S,S81.819S,45593886
C2860605,ENG,P,L9339170,VW,S11644473,N,A17870985,,,S81.82,ICD10CM,HT,S81.82,Laceration with foreign body of lower leg,4,N,256.0,,['Injury or Poisoning'],S8182,S81.82,1573815
C2860607,ENG,P,L9390371,PF,S11644817,Y,A17832876,,,S81.821A,ICD10CM,PT,S81.821A,"Laceration with foreign body, right lower leg, initial encounter",4,N,,,['Injury or Poisoning'],S81821A,S81.821A,45579317
C2860610,ENG,P,L9339215,PF,S11644796,Y,A17845577,,,S81.822,ICD10CM,HT,S81.822,"Laceration with foreign body, left lower leg",4,N,,,['Injury or Poisoning'],S81822,S81.822,15295
C2860627,ENG,P,L9394021,PF,S11676318,Y,A17845580,,,S81.839,ICD10CM,HT,S81.839,"Puncture wound without foreign body, unspecified lower leg",4,N,,,['Injury or Poisoning'],S81839,S81.839,15299
C2860636,ENG,P,L9363447,VO,S11675710,Y,A17832881,,,S81.842,ICD10CM,HT,S81.842,"Puncture wound with foreign body, left lower leg",4,N,,,['Injury or Poisoning'],S81842,S81.842,15301
C2860646,ENG,P,L9371467,PF,S11657074,Y,A17794336,,,S81.851,ICD10CM,HT,S81.851,"Open bite, right lower leg",4,N,256.0,,['Injury or Poisoning'],S81851,S81.851,15303
C2860656,ENG,P,L9361164,PF,S11657093,Y,A17794337,,,S81.859D,ICD10CM,PT,S81.859D,"Open bite, unspecified lower leg, subsequent encounter",4,N,,,['Injury or Poisoning'],S81859D,S81.859D,45555226
C2860657,ENG,P,L9340687,PF,S11657092,Y,A17845582,,,S81.859S,ICD10CM,PT,S81.859S,"Open bite, unspecified lower leg, sequela",4,N,,,['Injury or Poisoning'],S81859S,S81.859S,45564814
