CUI,CODE,STR,PREFIX_CODE
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N80
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N81
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N82
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N83
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N84
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N85
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N86
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N87
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N88
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N89
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N90
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N91
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N92
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N93
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N94
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N95
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N96
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N97
C0269150,N80-N98,Noninflammatory disorders of female genital tract (N80-N98),N98
C2903153,N99-N99,"Intraoperative and postprocedural complications and disorders of genitourinary system, not elsewhere classified (N99)",N99
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O00
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O01
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O02
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O03
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O04
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O05
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O06
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O07
C0156543,O00-O08,Pregnancy with abortive outcome (O00-O08),O08
C3264513,O00-O9A,"Pregnancy, childbirth and the puerperium (O00-O9A)",O00
C3264513,O00-O9A,"Pregnancy, childbirth and the puerperium (O00-O9A)",O9A
C2977268,O09-O09,Supervision of high risk pregnancy (O09),O09
C0477811,O10-O16,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",O10
C0477811,O10-O16,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",O11
C0477811,O10-O16,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",O12
C0477811,O10-O16,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",O13
C0477811,O10-O16,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",O14
C0477811,O10-O16,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",O15
C0477811,O10-O16,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",O16
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O20
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O21
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O22
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O23
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O24
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O25
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O26
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O27
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O28
C0477812,O20-O29,Other maternal disorders predominantly related to pregnancy (O20-O29),O29
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O30
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O31
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O32
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O33
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O34
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O35
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O36
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O37
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O38
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O39
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O40
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O41
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O42
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O43
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O44
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O45
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O46
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O47
C0477822,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),O48
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O60
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O61
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O62
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O63
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O64
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O65
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O66
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O67
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O68
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O69
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O70
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O71
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O72
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O73
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O74
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O75
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O76
C0269815,O60-O77,Complications of labor and delivery (O60-O77),O77
C2977483,O80-O82,Encounter for delivery (O80-O82),O80
C2977483,O80-O82,Encounter for delivery (O80-O82),O81
C2977483,O80-O82,Encounter for delivery (O80-O82),O82
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O85
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O86
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O87
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O88
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O89
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O90
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O91
C0477865,O85-O92,Complications predominantly related to the puerperium (O85-O92),O92
C0869075,O94-O9A,"Other obstetric conditions, not elsewhere classified (O94-O9A)",O94
C0869075,O94-O9A,"Other obstetric conditions, not elsewhere classified (O94-O9A)",O9A
C2909775,P00-P04,"Newborn affected by maternal factors and by complications of pregnancy, labor, and delivery (P00-P04)",P00
C2909775,P00-P04,"Newborn affected by maternal factors and by complications of pregnancy, labor, and delivery (P00-P04)",P01
C2909775,P00-P04,"Newborn affected by maternal factors and by complications of pregnancy, labor, and delivery (P00-P04)",P02
C2909775,P00-P04,"Newborn affected by maternal factors and by complications of pregnancy, labor, and delivery (P00-P04)",P03
C2909775,P00-P04,"Newborn affected by maternal factors and by complications of pregnancy, labor, and delivery (P00-P04)",P04
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P00
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P01
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P02
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P03
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P04
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P05
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P06
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P07
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P08
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P09
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P10
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P11
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P12
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P13
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P14
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P15
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P16
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P17
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P18
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P19
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P20
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P21
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P22
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P23
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P24
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P25
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P26
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P27
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P28
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P29
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P30
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P31
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P32
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P33
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P34
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P35
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P36
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P37
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P38
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P39
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P40
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P41
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P42
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P43
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P44
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P45
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P46
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P47
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P48
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P49
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P50
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P51
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P52
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P53
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P54
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P55
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P56
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P57
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P58
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P59
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P60
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P61
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P62
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P63
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P64
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P65
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P66
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P67
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P68
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P69
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P70
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P71
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P72
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P73
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P74
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P75
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P76
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P77
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P78
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P79
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P80
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P81
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P82
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P83
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P84
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P85
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P86
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P87
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P88
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P89
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P90
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P91
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P92
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P93
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P94
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P95
C0178307,P00-P96,Certain conditions originating in the perinatal period (P00-P96),P96
C2909896,P05-P08,Disorders of newborn related to length of gestation and fetal growth (P05-P08),P05
C2909896,P05-P08,Disorders of newborn related to length of gestation and fetal growth (P05-P08),P06
C2909896,P05-P08,Disorders of newborn related to length of gestation and fetal growth (P05-P08),P07
C2909896,P05-P08,Disorders of newborn related to length of gestation and fetal growth (P05-P08),P08
C2909961,P09-P09,Abnormal findings on neonatal screening (P09),P09
C0005604,P10-P15,Birth trauma (P10-P15),P10
C0005604,P10-P15,Birth trauma (P10-P15),P11
C0005604,P10-P15,Birth trauma (P10-P15),P12
C0005604,P10-P15,Birth trauma (P10-P15),P13
C0005604,P10-P15,Birth trauma (P10-P15),P14
C0005604,P10-P15,Birth trauma (P10-P15),P15
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P19
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P20
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P21
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P22
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P23
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P24
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P25
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P26
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P27
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P28
C0477906,P19-P29,Respiratory and cardiovascular disorders specific to the perinatal period (P19-P29),P29
C0158944,P35-P39,Infections specific to the perinatal period (P35-P39),P35
C0158944,P35-P39,Infections specific to the perinatal period (P35-P39),P36
C0158944,P35-P39,Infections specific to the perinatal period (P35-P39),P37
C0158944,P35-P39,Infections specific to the perinatal period (P35-P39),P38
C0158944,P35-P39,Infections specific to the perinatal period (P35-P39),P39
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P50
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P51
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P52
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P53
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P54
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P55
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P56
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P57
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P58
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P59
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P60
C2910026,P50-P61,Hemorrhagic and hematological disorders of newborn (P50-P61),P61
C2910066,P70-P74,Transitory endocrine and metabolic disorders specific to newborn (P70-P74),P70
C2910066,P70-P74,Transitory endocrine and metabolic disorders specific to newborn (P70-P74),P71
C2910066,P70-P74,Transitory endocrine and metabolic disorders specific to newborn (P70-P74),P72
C2910066,P70-P74,Transitory endocrine and metabolic disorders specific to newborn (P70-P74),P73
C2910066,P70-P74,Transitory endocrine and metabolic disorders specific to newborn (P70-P74),P74
C2910075,P76-P78,Digestive system disorders of newborn (P76-P78),P76
C2910075,P76-P78,Digestive system disorders of newborn (P76-P78),P77
C2910075,P76-P78,Digestive system disorders of newborn (P76-P78),P78
C2910081,P80-P83,Conditions involving the integument and temperature regulation of newborn (P80-P83),P80
C2910081,P80-P83,Conditions involving the integument and temperature regulation of newborn (P80-P83),P81
C2910081,P80-P83,Conditions involving the integument and temperature regulation of newborn (P80-P83),P82
C2910081,P80-P83,Conditions involving the integument and temperature regulation of newborn (P80-P83),P83
C2910092,P84-P84,Other problems with newborn (P84),P84
C0477962,P90-P96,Other disorders originating in the perinatal period (P90-P96),P90
C0477962,P90-P96,Other disorders originating in the perinatal period (P90-P96),P91
C0477962,P90-P96,Other disorders originating in the perinatal period (P90-P96),P92
C0477962,P90-P96,Other disorders originating in the perinatal period (P90-P96),P93
C0477962,P90-P96,Other disorders originating in the perinatal period (P90-P96),P94
C0477962,P90-P96,Other disorders originating in the perinatal period (P90-P96),P95
C0477962,P90-P96,Other disorders originating in the perinatal period (P90-P96),P96
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q00
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q01
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q02
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q03
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q04
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q05
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q06
C0497552,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),Q07
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q00
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q01
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q02
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q03
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q04
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q05
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q06
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q07
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q08
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q09
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q10
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q11
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q12
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q13
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q14
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q15
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q16
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q17
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q18
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q19
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q20
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q21
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q22
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q23
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q24
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q25
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q26
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q27
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q28
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q29
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q30
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q31
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q32
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q33
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q34
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q35
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q36
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q37
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q38
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q39
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q40
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q41
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q42
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q43
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q44
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q45
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q46
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q47
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q48
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q49
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q50
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q51
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q52
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q53
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q54
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q55
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q56
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q57
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q58
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q59
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q60
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q61
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q62
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q63
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q64
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q65
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q66
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q67
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q68
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q69
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q70
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q71
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q72
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q73
C0694457,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q74
