CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,PREFIX_CODE,ICD10CMCode,concept_code,concept_id,domain_id
C2852512,ENG,P,L9411751,PF,S11652882,N,A17780635,,,S62.651B,ICD10CM,PT,S62.651B,"Nondisplaced fracture of middle phalanx of left index finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62651B,S62.651B,45550062,Condition
C2852538,ENG,P,L9411765,PF,S11652948,N,A17857198,,,S62.654G,ICD10CM,PT,S62.654G,"Nondisplaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62654G,S62.654G,45578920,Condition
C2852540,ENG,P,L9340175,PF,S11652949,N,A17806184,,,S62.654P,ICD10CM,PT,S62.654P,"Nondisplaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62654P,S62.654P,45588624,Condition
C2852543,ENG,P,L9370971,PF,S11652905,N,A17793307,,,S62.655A,ICD10CM,PT,S62.655A,"Nondisplaced fracture of middle phalanx of left ring finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62655A,S62.655A,45535604,Condition
C2852556,ENG,P,L9411762,PF,S11652933,N,A17857201,,,S62.656P,ICD10CM,PT,S62.656P,"Nondisplaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62656P,S62.656P,45569250,Condition
C2852557,ENG,P,L9381206,PF,S11652931,Y,A17844634,,,S62.656S,ICD10CM,PT,S62.656S,"Nondisplaced fracture of middle phalanx of right little finger, sequela",4,N,,,['Injury or Poisoning'],S62,S62656S,S62.656S,45559562,Condition
C2852593,ENG,P,L9381066,PF,S11651701,N,A17819080,,,S62.661A,ICD10CM,PT,S62.661A,"Nondisplaced fracture of distal phalanx of left index finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62661A,S62.661A,45535606,Condition
C2852594,ENG,P,L9391154,PF,S11651702,N,A17793311,,,S62.661B,ICD10CM,PT,S62.661B,"Nondisplaced fracture of distal phalanx of left index finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62661B,S62.661B,45574177,Condition
C2852596,ENG,P,L9340018,PF,S11651704,N,A17844642,,,S62.661G,ICD10CM,PT,S62.661G,"Nondisplaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62661G,S62.661G,45550068,Condition
C2852601,ENG,P,L9381079,PF,S11651789,N,A17819082,,,S62.662A,ICD10CM,PT,S62.662A,"Nondisplaced fracture of distal phalanx of right middle finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62662A,S62.662A,45569252,Condition
C2852612,ENG,P,L9370826,PF,S11651728,N,A17844644,,,S62.663G,ICD10CM,PT,S62.663G,"Nondisplaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62663G,S62.663G,45545258,Condition
C2852613,ENG,P,L9381071,PF,S11651730,N,A17857207,,,S62.663K,ICD10CM,PT,S62.663K,"Nondisplaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62663K,S62.663K,45578923,Condition
C2852618,ENG,P,L9411601,PF,S11651798,N,A17793317,,,S62.664B,ICD10CM,PT,S62.664B,"Nondisplaced fracture of distal phalanx of right ring finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62664B,S62.664B,45554842,Condition
C2852621,ENG,P,L9350195,PF,S11651802,N,A17870087,,,S62.664K,ICD10CM,PT,S62.664K,"Nondisplaced fracture of distal phalanx of right ring finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62664K,S62.664K,45588631,Condition
C2852633,ENG,P,L9411599,PF,S11651781,N,A17844647,,,S62.666A,ICD10CM,PT,S62.666A,"Nondisplaced fracture of distal phalanx of right little finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62666A,S62.666A,45569255,Condition
C2852637,ENG,P,L9360464,PF,S11651786,N,A17793320,,,S62.666K,ICD10CM,PT,S62.666K,"Nondisplaced fracture of distal phalanx of right little finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62666K,S62.666K,45583785,Condition
C2852670,ENG,P,L9395642,PF,S11690238,Y,A18911791,,,S62.90XG,ICD10CM,PT,S62.90XG,"Unspecified fracture of unspecified wrist and hand, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S6290XG,S62.90XG,45603154,Condition
C2852671,ENG,P,L9344620,PF,S11690240,Y,A18906525,,,S62.90XK,ICD10CM,PT,S62.90XK,"Unspecified fracture of unspecified wrist and hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S6290XK,S62.90XK,45564388,Condition
C2852678,ENG,P,L9385615,PF,S11689682,Y,A18914425,,,S62.91XG,ICD10CM,PT,S62.91XG,"Unspecified fracture of right wrist and hand, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S6291XG,S62.91XG,45564390,Condition
C2852681,ENG,P,L9385614,PF,S11689681,Y,A18906527,,,S62.91XS,ICD10CM,PT,S62.91XS,"Unspecified fracture of right wrist and hand, sequela",4,N,,,['Injury or Poisoning'],S62,S6291XS,S62.91XS,45535612,Condition
C2852683,ENG,P,L9365068,PF,S11689347,Y,A18906528,,,S62.92XA,ICD10CM,PT,S62.92XA,"Unspecified fracture of left wrist and hand, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S6292XA,S62.92XA,45598333,Condition
C2852738,ENG,P,L9415180,PF,S11681666,N,A17793335,,,S63.013S,ICD10CM,PT,S63.013S,"Subluxation of distal radioulnar joint of unspecified wrist, sequela",4,N,,,['Injury or Poisoning'],S63,S63013S,S63.013S,45569260,Condition
C2852778,ENG,P,L9415192,PF,S11681818,N,A17870109,,,S63.031A,ICD10CM,PT,S63.031A,"Subluxation of midcarpal joint of right wrist, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63031A,S63.031A,45574184,Condition
C2852780,ENG,P,L9404879,PF,S11681819,N,A17857221,,,S63.031S,ICD10CM,PT,S63.031S,"Subluxation of midcarpal joint of right wrist, sequela",4,N,,,['Injury or Poisoning'],S63,S63031S,S63.031S,45574185,Condition
C2852786,ENG,P,L9374448,PF,S11681822,N,A17870112,,,S63.033A,ICD10CM,PT,S63.033A,"Subluxation of midcarpal joint of unspecified wrist, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63033A,S63.033A,45607944,Condition
C2852819,ENG,P,L9398284,PF,S11626419,N,A17793346,,,S63.045A,ICD10CM,PT,S63.045A,"Dislocation of carpometacarpal joint of left thumb, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63045A,S63.045A,45593517,Condition
C2852821,ENG,P,L9347171,PF,S11626420,N,A17819107,,,S63.045S,ICD10CM,PT,S63.045S,"Dislocation of carpometacarpal joint of left thumb, sequela",4,N,,,['Injury or Poisoning'],S63,S63045S,S63.045S,45603159,Condition
C2852837,ENG,P,L9364137,PF,S11681836,N,A17857227,,,S63.053D,ICD10CM,PT,S63.053D,"Subluxation of other carpometacarpal joint of unspecified hand, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63053D,S63.053D,45583797,Condition
C2852838,ENG,P,L9353788,PF,S11681835,N,A17844667,,,S63.053S,ICD10CM,PT,S63.053S,"Subluxation of other carpometacarpal joint of unspecified hand, sequela",4,N,,,['Injury or Poisoning'],S63,S63053S,S63.053S,45545262,Condition
C2852844,ENG,P,L9388284,PF,S11626684,N,A17844668,,,S63.055A,ICD10CM,PT,S63.055A,"Dislocation of other carpometacarpal joint of left hand, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63055A,S63.055A,45593518,Condition
C2852854,ENG,P,L9415184,PF,S11681725,N,A17780676,,,S63.061D,ICD10CM,PT,S63.061D,"Subluxation of metacarpal (bone), proximal end of right hand, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63061D,S63.061D,45598342,Condition
C2852855,ENG,P,L9343683,PF,S11681724,N,A17844669,,,S63.061S,ICD10CM,PT,S63.061S,"Subluxation of metacarpal (bone), proximal end of right hand, sequela",4,N,,,['Injury or Poisoning'],S63,S63061S,S63.061S,45535618,Condition
C2852857,ENG,P,L9343681,PF,S11681719,Y,A17819115,,,S63.062A,ICD10CM,PT,S63.062A,"Subluxation of metacarpal (bone), proximal end of left hand, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63062A,S63.062A,45535619,Condition
C2852858,ENG,P,L9343682,PF,S11681721,Y,A17819116,,,S63.062D,ICD10CM,PT,S63.062D,"Subluxation of metacarpal (bone), proximal end of left hand, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63062D,S63.062D,45578936,Condition
C2852873,ENG,P,L9337058,PF,S11626585,Y,A17793354,,,S63.066A,ICD10CM,PT,S63.066A,"Dislocation of metacarpal (bone), proximal end of unspecified hand, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63066A,S63.066A,45554852,Condition
C2852920,ENG,P,L9402084,PF,S11658677,N,A17819124,,,S63.095D,ICD10CM,PT,S63.095D,"Other dislocation of left wrist and hand, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63095D,S63.095D,45607950,Condition
C2852937,ENG,P,L9406420,PF,S11694607,Y,A17857238,,,S63.103A,ICD10CM,PT,S63.103A,"Unspecified subluxation of unspecified thumb, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63103A,S63.103A,45603165,Condition
C2852941,ENG,P,L9364973,PF,S11688591,Y,A17870129,,,S63.104A,ICD10CM,PT,S63.104A,"Unspecified dislocation of right thumb, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63104A,S63.104A,45545269,Condition
C2852953,ENG,P,L9374440,PF,S11681772,N,A17844687,,,S63.111A,ICD10CM,PT,S63.111A,"Subluxation of metacarpophalangeal joint of right thumb, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63111A,S63.111A,45603167,Condition
C2852957,ENG,P,L9404874,PF,S11681750,Y,A17844688,,,S63.112D,ICD10CM,PT,S63.112D,"Subluxation of metacarpophalangeal joint of left thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63112D,S63.112D,45574192,Condition
C2852960,ENG,P,L9364127,PF,S11681781,Y,A17870132,,,S63.113A,ICD10CM,PT,S63.113A,"Subluxation of metacarpophalangeal joint of unspecified thumb, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63113A,S63.113A,45569275,Condition
C2852965,ENG,P,L9398306,PF,S11626632,N,A17806240,,,S63.114D,ICD10CM,PT,S63.114D,"Dislocation of metacarpophalangeal joint of right thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63114D,S63.114D,45574193,Condition
C2852972,ENG,P,L9398307,PF,S11626639,Y,A17857243,,,S63.116A,ICD10CM,PT,S63.116A,"Dislocation of metacarpophalangeal joint of unspecified thumb, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63116A,S63.116A,45554857,Condition
C2852973,ENG,P,L9347203,PF,S11626641,Y,A17844690,,,S63.116D,ICD10CM,PT,S63.116D,"Dislocation of metacarpophalangeal joint of unspecified thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63116D,S63.116D,45583800,Condition
C2852995,ENG,P,L14172496,PF,S17238983,N,A28398692,,,S63.125S,ICD10CM,PT,S63.125S,"Dislocation of interphalangeal joint of left thumb, sequela",4,N,,,['Injury or Poisoning'],S63,S63125S,S63.125S,45607955,Condition
C2852998,ENG,P,L14171944,PF,S17238998,N,A28399866,,,S63.126D,ICD10CM,PT,S63.126D,"Dislocation of interphalangeal joint of unspecified thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63126D,S63.126D,45550082,Condition
C2853106,ENG,P,L9353777,PF,S11681740,N,A17831975,,,S63.213A,ICD10CM,PT,S63.213A,"Subluxation of metacarpophalangeal joint of left middle finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63213A,S63.213A,45607958,Condition
C2853107,ENG,P,L9404871,PF,S11681742,N,A17857259,,,S63.213D,ICD10CM,PT,S63.213D,"Subluxation of metacarpophalangeal joint of left middle finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63213D,S63.213D,45540450,Condition
C2853123,ENG,P,L9415186,PF,S11681738,N,A17793388,,,S63.217D,ICD10CM,PT,S63.217D,"Subluxation of metacarpophalangeal joint of left little finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63217D,S63.217D,45583808,Condition
C2853131,ENG,P,L9394623,PF,S11681777,N,A17819146,,,S63.219A,ICD10CM,PT,S63.219A,"Subluxation of metacarpophalangeal joint of unspecified finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63219A,S63.219A,45574199,Condition
C2853141,ENG,P,L9384745,PF,S11681977,N,A17806265,,,S63.221D,ICD10CM,PT,S63.221D,"Subluxation of unspecified interphalangeal joint of left index finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63221D,S63.221D,45588655,Condition
C2853149,ENG,P,L9415215,PF,S11681985,N,A17844709,,,S63.223D,ICD10CM,PT,S63.223D,"Subluxation of unspecified interphalangeal joint of left middle finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63223D,S63.223D,45598349,Condition
C2853150,ENG,P,L9343710,PF,S11681984,N,A17857263,,,S63.223S,ICD10CM,PT,S63.223S,"Subluxation of unspecified interphalangeal joint of left middle finger, sequela",4,N,,,['Injury or Poisoning'],S63,S63223S,S63.223S,45583809,Condition
C2853160,ENG,P,L9384752,PF,S11682003,N,A17844713,,,S63.226A,ICD10CM,PT,S63.226A,"Subluxation of unspecified interphalangeal joint of right little finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63226A,S63.226A,45598350,Condition
C2853173,ENG,P,L9364161,PF,S11682020,N,A17831982,,,S63.229A,ICD10CM,PT,S63.229A,"Subluxation of unspecified interphalangeal joint of unspecified finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63229A,S63.229A,45564420,Condition
C2853179,ENG,P,L9394633,PF,S11681877,Y,A17831984,,,S63.230D,ICD10CM,PT,S63.230D,"Subluxation of proximal interphalangeal joint of right index finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63230D,S63.230D,45559592,Condition
C2853182,ENG,P,L9394629,PF,S11681851,Y,A17844716,,,S63.231A,ICD10CM,PT,S63.231A,"Subluxation of proximal interphalangeal joint of left index finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63231A,S63.231A,45583811,Condition
C2853183,ENG,P,L9384738,PF,S11681853,Y,A17793396,,,S63.231D,ICD10CM,PT,S63.231D,"Subluxation of proximal interphalangeal joint of left index finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63231D,S63.231D,45540454,Condition
C2853191,ENG,P,L9353792,PF,S11681861,N,A17793398,,,S63.233D,ICD10CM,PT,S63.233D,"Subluxation of proximal interphalangeal joint of left middle finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63233D,S63.233D,45603181,Condition
C2853202,ENG,P,L9364138,PF,S11681879,Y,A17780711,,,S63.236A,ICD10CM,PT,S63.236A,"Subluxation of proximal interphalangeal joint of right little finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63236A,S63.236A,45583812,Condition
C2853206,ENG,P,L9404885,PF,S11681855,Y,A17780712,,,S63.237A,ICD10CM,PT,S63.237A,"Subluxation of proximal interphalangeal joint of left little finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63237A,S63.237A,45559595,Condition
C2853216,ENG,P,L9404889,PF,S11681898,N,A17780715,,,S63.239D,ICD10CM,PT,S63.239D,"Subluxation of proximal interphalangeal joint of unspecified finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63239D,S63.239D,45607962,Condition
C2853225,ENG,P,L9384708,PF,S11681606,N,A17793404,,,S63.241D,ICD10CM,PT,S63.241D,"Subluxation of distal interphalangeal joint of left index finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63241D,S63.241D,45598354,Condition
C2853226,ENG,P,L9415174,PF,S11681605,N,A17780717,,,S63.241S,ICD10CM,PT,S63.241S,"Subluxation of distal interphalangeal joint of left index finger, sequela",4,N,,,['Injury or Poisoning'],S63,S63241S,S63.241S,45607963,Condition
C2853232,ENG,P,L9394606,PF,S11681612,Y,A17857272,,,S63.243A,ICD10CM,PT,S63.243A,"Subluxation of distal interphalangeal joint of left middle finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63243A,S63.243A,45569288,Condition
C2853250,ENG,P,L9394604,PF,S11681609,N,A17806272,,,S63.247S,ICD10CM,PT,S63.247S,"Subluxation of distal interphalangeal joint of left little finger, sequela",4,N,,,['Injury or Poisoning'],S63,S63247S,S63.247S,45540458,Condition
C2853255,ENG,P,L9364110,PF,S11681625,N,A17819166,,,S63.248S,ICD10CM,PT,S63.248S,"Subluxation of distal interphalangeal joint of other finger, sequela",4,N,,,['Injury or Poisoning'],S63,S63248S,S63.248S,45540459,Condition
C2853268,ENG,P,L9354591,PF,S11688487,Y,A17819167,,,S63.251S,ICD10CM,PT,S63.251S,"Unspecified dislocation of left index finger, sequela",4,N,,,['Injury or Poisoning'],S63,S63251S,S63.251S,45593536,Condition
C2853286,ENG,P,L9415945,PF,S11688563,Y,A17806282,,,S63.256A,ICD10CM,PT,S63.256A,"Unspecified dislocation of right little finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63256A,S63.256A,45588662,Condition
C2853290,ENG,P,L9415936,PF,S11688494,Y,A17819169,,,S63.257A,ICD10CM,PT,S63.257A,"Unspecified dislocation of left little finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63257A,S63.257A,45559598,Condition
C2853303,ENG,P,L9357451,PF,S11626614,N,A17857277,,,S63.260A,ICD10CM,PT,S63.260A,"Dislocation of metacarpophalangeal joint of right index finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63260A,S63.260A,45540460,Condition
C2853307,ENG,P,L9398298,PF,S11626590,N,A17870174,,,S63.261A,ICD10CM,PT,S63.261A,"Dislocation of metacarpophalangeal joint of left index finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63261A,S63.261A,45569290,Condition
C2853324,ENG,P,L9398302,PF,S11626604,N,A17857281,,,S63.265D,ICD10CM,PT,S63.265D,"Dislocation of metacarpophalangeal joint of left ring finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63265D,S63.265D,45598358,Condition
C2853353,ENG,P,L9388305,PF,S11626896,N,A17844740,,,S63.272A,ICD10CM,PT,S63.272A,"Dislocation of unspecified interphalangeal joint of right middle finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63272A,S63.272A,45550092,Condition
C2853358,ENG,P,L9388302,PF,S11626874,N,A17857288,,,S63.273D,ICD10CM,PT,S63.273D,"Dislocation of unspecified interphalangeal joint of left middle finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63273D,S63.273D,45554880,Condition
C2853362,ENG,P,L9347234,PF,S11626902,N,A17832003,,,S63.274D,ICD10CM,PT,S63.274D,"Dislocation of unspecified interphalangeal joint of right ring finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63274D,S63.274D,45540463,Condition
C2853369,ENG,P,L9408566,PF,S11626892,N,A17780736,,,S63.276A,ICD10CM,PT,S63.276A,"Dislocation of unspecified interphalangeal joint of right little finger, initial encounter",4,N,,,['Injury or Poisoning'],S63,S63276A,S63.276A,45598359,Condition
C2853379,ENG,P,L9347233,PF,S11626886,N,A17857290,,,S63.278D,ICD10CM,PT,S63.278D,"Dislocation of unspecified interphalangeal joint of other finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63278D,S63.278D,45550093,Condition
C2853384,ENG,P,L9357481,PF,S11626912,N,A17844745,,,S63.279D,ICD10CM,PT,S63.279D,"Dislocation of unspecified interphalangeal joint of unspecified finger, subsequent encounter",4,N,,,['Injury or Poisoning'],S63,S63279D,S63.279D,45598362,Condition
C2853398,ENG,P,L9398319,PF,S11626758,Y,A17844746,,,S63.282S,ICD10CM,PT,S63.282S,"Dislocation of proximal interphalangeal joint of right middle finger, sequela",4,N,,,['Injury or Poisoning'],S63,S63282S,S63.282S,45540467,Condition
