CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,PREFIX_CODE,ICD10CMCode,concept_code,concept_id,domain_id
C2851438,ENG,P,L9337247,PF,S11628087,N,A17806053,,,S62.314D,ICD10CM,PT,S62.314D,"Displaced fracture of base of fourth metacarpal bone, right hand, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62314D,S62.314D,45550016,Condition
C2851442,ENG,P,L9388446,PF,S11628083,N,A17857057,,,S62.314S,ICD10CM,PT,S62.314S,"Displaced fracture of base of fourth metacarpal bone, right hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62314S,S62.314S,45569196,Condition
C2851447,ENG,P,L9388444,PF,S11628076,N,A17806054,,,S62.315G,ICD10CM,PT,S62.315G,"Displaced fracture of base of fourth metacarpal bone, left hand, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62315G,S62.315G,45598260,Condition
C2851448,ENG,P,L9347378,PF,S11628078,N,A17780503,,,S62.315K,ICD10CM,PT,S62.315K,"Displaced fracture of base of fourth metacarpal bone, left hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62315K,S62.315K,45607882,Condition
C2851535,ENG,P,L9398802,PF,S11630406,N,A17793167,,,S62.326D,ICD10CM,PT,S62.326D,"Displaced fracture of shaft of fifth metacarpal bone, right hand, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62326D,S62.326D,45535549,Condition
C2851536,ENG,P,L9388746,PF,S11630403,N,A17831780,,,S62.326G,ICD10CM,PT,S62.326G,"Displaced fracture of shaft of fifth metacarpal bone, right hand, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62326G,S62.326G,45593449,Condition
C2851547,ENG,P,L9347651,PF,S11630394,N,A17806069,,,S62.327S,ICD10CM,PT,S62.327S,"Displaced fracture of shaft of fifth metacarpal bone, left hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62327S,S62.327S,45550020,Condition
C2851553,ENG,P,L9409030,PF,S11630461,N,A17844496,,,S62.328K,ICD10CM,PT,S62.328K,"Displaced fracture of shaft of other metacarpal bone, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62328K,S62.328K,45559508,Condition
C2851555,ENG,P,L9388755,PF,S11630458,N,A17793171,,,S62.328S,ICD10CM,PT,S62.328S,"Displaced fracture of shaft of other metacarpal bone, sequela",4,N,,,['Injury or Poisoning'],S62,S62328S,S62.328S,45545198,Condition
C2851560,ENG,P,L9357916,PF,S11630516,N,A17793173,,,S62.329G,ICD10CM,PT,S62.329G,"Displaced fracture of shaft of unspecified metacarpal bone, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62329G,S62.329G,45588560,Condition
C2851569,ENG,P,L9347590,PF,S11629875,N,A17831783,,,S62.330G,ICD10CM,PT,S62.330G,"Displaced fracture of neck of second metacarpal bone, right hand, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62330G,S62.330G,45583728,Condition
C2851571,ENG,P,L9347591,PF,S11629876,Y,A17793174,,,S62.330P,ICD10CM,PT,S62.330P,"Displaced fracture of neck of second metacarpal bone, right hand, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62330P,S62.330P,45569201,Condition
C2851580,ENG,P,L9347589,PF,S11629866,N,A17818955,,,S62.331S,ICD10CM,PT,S62.331S,"Displaced fracture of neck of second metacarpal bone, left hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62331S,S62.331S,45540363,Condition
C2851584,ENG,P,L9357852,PF,S11629895,N,A17857076,,,S62.332D,ICD10CM,PT,S62.332D,"Displaced fracture of neck of third metacarpal bone, right hand, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62332D,S62.332D,45588564,Condition
C2851586,ENG,P,L9398723,PF,S11629894,Y,A17844497,,,S62.332K,ICD10CM,PT,S62.332K,"Displaced fracture of neck of third metacarpal bone, right hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62332K,S62.332K,45540364,Condition
C2851607,ENG,P,L9347583,PF,S11629767,N,A17780520,,,S62.335B,ICD10CM,PT,S62.335B,"Displaced fracture of neck of fourth metacarpal bone, left hand, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62335B,S62.335B,45578868,Condition
C2851610,ENG,P,L9378524,PF,S11629771,Y,A17818959,,,S62.335K,ICD10CM,PT,S62.335K,"Displaced fracture of neck of fourth metacarpal bone, left hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62335K,S62.335K,45583732,Condition
C2851611,ENG,P,L9408931,PF,S11629770,Y,A17844499,,,S62.335P,ICD10CM,PT,S62.335P,"Displaced fracture of neck of fourth metacarpal bone, left hand, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62335P,S62.335P,45550022,Condition
C2851612,ENG,P,L9347584,PF,S11629768,N,A17793179,,,S62.335S,ICD10CM,PT,S62.335S,"Displaced fracture of neck of fourth metacarpal bone, left hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62335S,S62.335S,45550023,Condition
C2851630,ENG,P,L9378526,PF,S11629807,N,A17780525,,,S62.338A,ICD10CM,PT,S62.338A,"Displaced fracture of neck of other metacarpal bone, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62338A,S62.338A,45564332,Condition
C2851633,ENG,P,L9368186,PF,S11629810,Y,A17780526,,,S62.338G,ICD10CM,PT,S62.338G,"Displaced fracture of neck of other metacarpal bone, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62338G,S62.338G,45603086,Condition
C2851636,ENG,P,L9357839,PF,S11629809,Y,A17793183,,,S62.338S,ICD10CM,PT,S62.338S,"Displaced fracture of neck of other metacarpal bone, sequela",4,N,,,['Injury or Poisoning'],S62,S62338S,S62.338S,45554803,Condition
C2851651,ENG,P,L9411563,PF,S11651437,N,A17869973,,,S62.340K,ICD10CM,PT,S62.340K,"Nondisplaced fracture of base of second metacarpal bone, right hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62340K,S62.340K,45545204,Condition
C2851657,ENG,P,L9401202,PF,S17239641,N,A28399463,,,S62.341D,ICD10CM,PT,S62.341D,"Nondisplaced fracture of base of second metacarpal bone, left hand, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62341D,S62.341D,45535558,Condition
C2851661,ENG,P,L9350141,PF,S17239637,N,A28399859,,,S62.341S,ICD10CM,PT,S62.341S,"Nondisplaced fracture of base of second metacarpal bone, left hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62341S,S62.341S,45559513,Condition
C2851667,ENG,P,L9350144,PF,S11651462,N,A17818968,,,S62.342K,ICD10CM,PT,S62.342K,"Nondisplaced fracture of base of third metacarpal bone, right hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62342K,S62.342K,45545205,Condition
C2851669,ENG,P,L9339990,PF,S11651459,N,A17780530,,,S62.342S,ICD10CM,PT,S62.342S,"Nondisplaced fracture of base of third metacarpal bone, right hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62342S,S62.342S,45583734,Condition
C2851672,ENG,P,L9401203,PF,S11651450,Y,A17831795,,,S62.343B,ICD10CM,PT,S62.343B,"Nondisplaced fracture of base of third metacarpal bone, left hand, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62343B,S62.343B,45559514,Condition
C2851705,ENG,P,L9411551,PF,S17239633,Y,A28399273,,,S62.347D,ICD10CM,PT,S62.347D,"Nondisplaced fracture of base of fifth metacarpal bone, left hand, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62347D,S62.347D,45593454,Condition
C2851715,ENG,P,L9350138,PF,S11651429,N,A17857093,,,S62.348K,ICD10CM,PT,S62.348K,"Nondisplaced fracture of base of other metacarpal bone, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62348K,S62.348K,45564337,Condition
C2851721,ENG,P,L9381040,PF,S11651471,Y,A17844516,,,S62.349D,ICD10CM,PT,S62.349D,"Nondisplaced fracture of base of unspecified metacarpal bone, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62349D,S62.349D,45593457,Condition
C2851724,ENG,P,L9381039,PF,S11651469,N,A17869982,,,S62.349P,ICD10CM,PT,S62.349P,"Nondisplaced fracture of base of unspecified metacarpal bone, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62349P,S62.349P,45607894,Condition
C2851734,ENG,P,L9411884,PF,S11653766,N,A17831805,,,S62.350S,ICD10CM,PT,S62.350S,"Nondisplaced fracture of shaft of second metacarpal bone, right hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62350S,S62.350S,45574142,Condition
C2851738,ENG,P,L9401502,PF,S11653762,N,A17831806,,,S62.351D,ICD10CM,PT,S62.351D,"Nondisplaced fracture of shaft of second metacarpal bone, left hand, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62351D,S62.351D,45540373,Condition
C2851742,ENG,P,L9340270,PF,S11653758,N,A17869987,,,S62.351S,ICD10CM,PT,S62.351S,"Nondisplaced fracture of shaft of second metacarpal bone, left hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62351S,S62.351S,45603096,Condition
C2851745,ENG,P,L9411887,PF,S11653782,N,A17780544,,,S62.352B,ICD10CM,PT,S62.352B,"Nondisplaced fracture of shaft of third metacarpal bone, right hand, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62352B,S62.352B,45583739,Condition
C2851748,ENG,P,L9391420,PF,S11653786,N,A17793197,,,S62.352K,ICD10CM,PT,S62.352K,"Nondisplaced fracture of shaft of third metacarpal bone, right hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62352K,S62.352K,45559518,Condition
C2851752,ENG,P,L9381323,PF,S11653773,N,A17844519,,,S62.353A,ICD10CM,PT,S62.353A,"Nondisplaced fracture of shaft of third metacarpal bone, left hand, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62353A,S62.353A,45578876,Condition
C2851760,ENG,P,L9411875,PF,S11653724,Y,A17857097,,,S62.354A,ICD10CM,PT,S62.354A,"Nondisplaced fracture of shaft of fourth metacarpal bone, right hand, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62354A,S62.354A,45550028,Condition
C2851765,ENG,P,L9381317,PF,S11653728,N,A17818980,,,S62.354P,ICD10CM,PT,S62.354P,"Nondisplaced fracture of shaft of fourth metacarpal bone, right hand, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62354P,S62.354P,45607898,Condition
C2851768,ENG,P,L9411873,PF,S11653716,N,A17857099,,,S62.355A,ICD10CM,PT,S62.355A,"Nondisplaced fracture of shaft of fourth metacarpal bone, left hand, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62355A,S62.355A,45545209,Condition
C2851790,ENG,P,L9381311,PF,S11653678,N,A17806088,,,S62.357S,ICD10CM,PT,S62.357S,"Nondisplaced fracture of shaft of fifth metacarpal bone, left hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62357S,S62.357S,45550030,Condition
C2851796,ENG,P,L9411881,PF,S11653745,N,A17857103,,,S62.358K,ICD10CM,PT,S62.358K,"Nondisplaced fracture of shaft of other metacarpal bone, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62358K,S62.358K,45603100,Condition
C2851847,ENG,P,L9370993,PF,S11653060,N,A17844530,,,S62.364S,ICD10CM,PT,S62.364S,"Nondisplaced fracture of neck of fourth metacarpal bone, right hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62364S,S62.364S,45607901,Condition
C2851854,ENG,P,L9360608,PF,S11653054,Y,A17844533,,,S62.365P,ICD10CM,PT,S62.365P,"Nondisplaced fracture of neck of fourth metacarpal bone, left hand, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62365P,S62.365P,45607902,Condition
C2851857,ENG,P,L9411776,PF,S11653018,N,A17870000,,,S62.366A,ICD10CM,PT,S62.366A,"Nondisplaced fracture of neck of fifth metacarpal bone, right hand, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62366A,S62.366A,45583747,Condition
C2851860,ENG,P,L9391329,PF,S11653021,N,A17806096,,,S62.366G,ICD10CM,PT,S62.366G,"Nondisplaced fracture of neck of fifth metacarpal bone, right hand, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62366G,S62.366G,45540380,Condition
C2851871,ENG,P,L9411775,PF,S11653012,Y,A17780564,,,S62.367S,ICD10CM,PT,S62.367S,"Nondisplaced fracture of neck of fifth metacarpal bone, left hand, sequela",4,N,,,['Injury or Poisoning'],S62,S62367S,S62.367S,45603110,Condition
C2851877,ENG,P,L9411786,PF,S11653096,N,A17870004,,,S62.368K,ICD10CM,PT,S62.368K,"Nondisplaced fracture of neck of other metacarpal bone, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62368K,S62.368K,45583749,Condition
C2851910,ENG,P,L9351220,PF,S11660200,N,A17844543,,,S62.392K,ICD10CM,PT,S62.392K,"Other fracture of third metacarpal bone, right hand, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62392K,S62.392K,45545215,Condition
C2851923,ENG,P,L9361443,PF,S11659378,N,A17870011,,,S62.394B,ICD10CM,PT,S62.394B,"Other fracture of fourth metacarpal bone, right hand, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62394B,S62.394B,45550035,Condition
C2851955,ENG,P,L9412582,PF,S11659763,N,A17780571,,,S62.398B,ICD10CM,PT,S62.398B,"Other fracture of other metacarpal bone, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62398B,S62.398B,45583753,Condition
C2851956,ENG,P,L9382104,PF,S11659768,N,A17844547,,,S62.398D,ICD10CM,PT,S62.398D,"Other fracture of other metacarpal bone, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62398D,S62.398D,45598287,Condition
C2851972,ENG,P,L9348561,PF,S11637766,Y,A17793225,,,S62.501B,ICD10CM,PT,S62.501B,"Fracture of unspecified phalanx of right thumb, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62501B,S62.501B,45545221,Condition
C2851976,ENG,P,L9358814,PF,S11637769,Y,A17870017,,,S62.501P,ICD10CM,PT,S62.501P,"Fracture of unspecified phalanx of right thumb, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62501P,S62.501P,45564353,Condition
C2851988,ENG,P,L9379459,PF,S11637784,Y,A17806115,,,S62.509B,ICD10CM,PT,S62.509B,"Fracture of unspecified phalanx of unspecified thumb, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62509B,S62.509B,45583757,Condition
C2851993,ENG,P,L9369183,PF,S11637785,Y,A17870019,,,S62.509S,ICD10CM,PT,S62.509S,"Fracture of unspecified phalanx of unspecified thumb, sequela",4,N,,,['Injury or Poisoning'],S62,S62509S,S62.509S,45607907,Condition
C2852008,ENG,P,L9378576,PF,S11630175,Y,A17793233,,,S62.512P,ICD10CM,PT,S62.512P,"Displaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62512P,S62.512P,45554816,Condition
C2852017,ENG,P,L9357895,PF,S11630270,Y,A17857136,,,S62.513S,ICD10CM,PT,S62.513S,"Displaced fracture of proximal phalanx of unspecified thumb, sequela",4,N,,,['Injury or Poisoning'],S62,S62513S,S62.513S,45564356,Condition
C2852032,ENG,P,L9371043,PF,S11653459,Y,A17870023,,,S62.515P,ICD10CM,PT,S62.515P,"Nondisplaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62515P,S62.515P,45569218,Condition
C2852036,ENG,P,L9381292,PF,S11653553,N,A17780578,,,S62.516B,ICD10CM,PT,S62.516B,"Nondisplaced fracture of proximal phalanx of unspecified thumb, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62516B,S62.516B,45593479,Condition
C2852051,ENG,P,L9347427,PF,S11628457,Y,A17806120,,,S62.522A,ICD10CM,PT,S62.522A,"Displaced fracture of distal phalanx of left thumb, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62522A,S62.522A,45540394,Condition
C2852063,ENG,P,L9357671,PF,S11628559,Y,A17819018,,,S62.523K,ICD10CM,PT,S62.523K,"Displaced fracture of distal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62523K,S62.523K,45593480,Condition
C2852081,ENG,P,L9340024,PF,S11651743,N,A17793246,,,S62.525S,ICD10CM,PT,S62.525S,"Nondisplaced fracture of distal phalanx of left thumb, sequela",4,N,,,['Injury or Poisoning'],S62,S62525S,S62.525S,45545231,Condition
C2852111,ENG,P,L9409919,PF,S11637755,Y,A17819025,,,S62.602D,ICD10CM,PT,S62.602D,"Fracture of unspecified phalanx of right middle finger, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62602D,S62.602D,45593483,Condition
C2852127,ENG,P,L9409922,PF,S11637763,Y,A17806138,,,S62.604D,ICD10CM,PT,S62.604D,"Fracture of unspecified phalanx of right ring finger, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62604D,S62.604D,45603123,Condition
C2852145,ENG,P,L9389585,PF,S11637746,Y,A17780590,,,S62.606K,ICD10CM,PT,S62.606K,"Fracture of unspecified phalanx of right little finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62606K,S62.606K,45593484,Condition
C2852178,ENG,P,L9368238,PF,S11630198,N,A17844571,,,S62.610G,ICD10CM,PT,S62.610G,"Displaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62610G,S62.610G,45550046,Condition
C2852203,ENG,P,L9368233,PF,S11630160,N,A17831857,,,S62.613K,ICD10CM,PT,S62.613K,"Displaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62613K,S62.613K,45564366,Condition
C2852209,ENG,P,L9368241,PF,S11630233,N,A17870043,,,S62.614D,ICD10CM,PT,S62.614D,"Displaced fracture of proximal phalanx of right ring finger, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62614D,S62.614D,45603129,Condition
C2852237,ENG,P,L9347618,PF,S11630149,N,A17780603,,,S62.617S,ICD10CM,PT,S62.617S,"Displaced fracture of proximal phalanx of left little finger, sequela",4,N,,,['Injury or Poisoning'],S62,S62617S,S62.617S,45564367,Condition
C2852260,ENG,P,L9357812,PF,S11629640,N,A17844585,,,S62.620G,ICD10CM,PT,S62.620G,"Displaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62620G,S62.620G,45593490,Condition
C2852269,ENG,P,L9368165,PF,S11629602,N,A17857161,,,S62.621K,ICD10CM,PT,S62.621K,"Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62621K,S62.621K,45545241,Condition
C2852273,ENG,P,L9368170,PF,S11629653,N,A17857164,,,S62.622A,ICD10CM,PT,S62.622A,"Displaced fracture of middle phalanx of right middle finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62622A,S62.622A,45603134,Condition
C2852274,ENG,P,L9357814,PF,S11629654,N,A17844588,,,S62.622B,ICD10CM,PT,S62.622B,"Displaced fracture of middle phalanx of right middle finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62622B,S62.622B,45554829,Condition
C2852287,ENG,P,L9337439,PF,S11629615,N,A17793281,,,S62.623S,ICD10CM,PT,S62.623S,"Displaced fracture of middle phalanx of left middle finger, sequela",4,N,,,['Injury or Poisoning'],S62,S62623S,S62.623S,45593491,Condition
C2852298,ENG,P,L9378509,PF,S11629622,N,A17793283,,,S62.625B,ICD10CM,PT,S62.625B,"Displaced fracture of middle phalanx of left ring finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62625B,S62.625B,45569231,Condition
C2852302,ENG,P,L9378510,PF,S11629625,N,A17870053,,,S62.625P,ICD10CM,PT,S62.625P,"Displaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62625P,S62.625P,45564370,Condition
C2852306,ENG,P,L9408910,PF,S11629646,N,A17819044,,,S62.626B,ICD10CM,PT,S62.626B,"Displaced fracture of middle phalanx of right little finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62626B,S62.626B,45559550,Condition
C2852311,ENG,P,L9408911,PF,S11629647,Y,A17793285,,,S62.626S,ICD10CM,PT,S62.626S,"Displaced fracture of middle phalanx of right little finger, sequela",4,N,,,['Injury or Poisoning'],S62,S62626S,S62.626S,45554832,Condition
C2852322,ENG,P,L9388651,PF,S11629629,N,A17831874,,,S62.628A,ICD10CM,PT,S62.628A,"Displaced fracture of middle phalanx of other finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62628A,S62.628A,45545244,Condition
C2852323,ENG,P,L9368168,PF,S11629630,N,A17819047,,,S62.628B,ICD10CM,PT,S62.628B,"Displaced fracture of middle phalanx of other finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62628B,S62.628B,45540410,Condition
C2852334,ENG,P,L9408916,PF,S11629675,N,A17857171,,,S62.629K,ICD10CM,PT,S62.629K,"Displaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62629K,S62.629K,45559552,Condition
C2852342,ENG,P,L9337299,PF,S11628484,N,A17806157,,,S62.630G,ICD10CM,PT,S62.630G,"Displaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62630G,S62.630G,45550054,Condition
C2852348,ENG,P,L9337289,PF,S11628418,N,A17844603,,,S62.631B,ICD10CM,PT,S62.631B,"Displaced fracture of distal phalanx of left index finger, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S62,S62631B,S62.631B,45550055,Condition
C2852353,ENG,P,L9368024,PF,S11628419,N,A17806160,,,S62.631S,ICD10CM,PT,S62.631S,"Displaced fracture of distal phalanx of left index finger, sequela",4,N,,,['Injury or Poisoning'],S62,S62631S,S62.631S,45535597,Condition
C2852355,ENG,P,L9378365,PF,S11628505,N,A17819051,,,S62.632A,ICD10CM,PT,S62.632A,"Displaced fracture of distal phalanx of right middle finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62632A,S62.632A,45607918,Condition
C2852360,ENG,P,L9357665,PF,S11628509,N,A17857176,,,S62.632P,ICD10CM,PT,S62.632P,"Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62632P,S62.632P,45598315,Condition
C2852363,ENG,P,L9398538,PF,S11628441,N,A17780614,,,S62.633A,ICD10CM,PT,S62.633A,"Displaced fracture of distal phalanx of left middle finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62633A,S62.633A,45588612,Condition
C2852387,ENG,P,L9347430,PF,S11628497,N,A17780618,,,S62.636A,ICD10CM,PT,S62.636A,"Displaced fracture of distal phalanx of right little finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62636A,S62.636A,45569238,Condition
C2852397,ENG,P,L9337292,PF,S11628439,N,A17793295,,,S62.637D,ICD10CM,PT,S62.637D,"Displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62637D,S62.637D,45598318,Condition
C2852416,ENG,P,L9368040,PF,S11628535,Y,A17844613,,,S62.639K,ICD10CM,PT,S62.639K,"Displaced fracture of distal phalanx of unspecified finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62639K,S62.639K,45574164,Condition
C2852424,ENG,P,L9360672,PF,S11653482,N,A17857183,,,S62.640G,ICD10CM,PT,S62.640G,"Nondisplaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62640G,S62.640G,45550057,Condition
C2852426,ENG,P,L9340233,PF,S11653483,N,A17857185,,,S62.640P,ICD10CM,PT,S62.640P,"Nondisplaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62640P,S62.640P,45607922,Condition
C2852437,ENG,P,L9360675,PF,S11653503,N,A17844616,,,S62.642A,ICD10CM,PT,S62.642A,"Nondisplaced fracture of proximal phalanx of right middle finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62642A,S62.642A,45540417,Condition
C2852439,ENG,P,L9360676,PF,S11653509,N,A17844617,,,S62.642D,ICD10CM,PT,S62.642D,"Nondisplaced fracture of proximal phalanx of right middle finger, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62642D,S62.642D,45593499,Condition
C2852445,ENG,P,L9391379,PF,S11653439,N,A17857188,,,S62.643A,ICD10CM,PT,S62.643A,"Nondisplaced fracture of proximal phalanx of left middle finger, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S62,S62643A,S62.643A,45598323,Condition
C2852459,ENG,P,L9411845,PF,S11653513,Y,A17780623,,,S62.644S,ICD10CM,PT,S62.644S,"Nondisplaced fracture of proximal phalanx of right ring finger, sequela",4,N,,,['Injury or Poisoning'],S62,S62644S,S62.644S,45535601,Condition
C2852467,ENG,P,L9411833,PF,S11653449,N,A17844619,,,S62.645S,ICD10CM,PT,S62.645S,"Nondisplaced fracture of proximal phalanx of left ring finger, sequela",4,N,,,['Injury or Poisoning'],S62,S62645S,S62.645S,45578916,Condition
C2852471,ENG,P,L9340236,PF,S11653501,N,A17844621,,,S62.646D,ICD10CM,PT,S62.646D,"Nondisplaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S62,S62646D,S62.646D,45540419,Condition
C2852489,ENG,P,L9411836,PF,S11653466,Y,A17870076,,,S62.648G,ICD10CM,PT,S62.648G,"Nondisplaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62648G,S62.648G,45583780,Condition
C2852491,ENG,P,L9391383,PF,S11653467,Y,A17844624,,,S62.648P,ICD10CM,PT,S62.648P,"Nondisplaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S62,S62648P,S62.648P,45574167,Condition
C2852506,ENG,P,L9350331,PF,S11652924,N,A17780634,,,S62.650G,ICD10CM,PT,S62.650G,"Nondisplaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S62,S62650G,S62.650G,45569245,Condition
C2852507,ENG,P,L9340173,PF,S11652926,N,A17793305,,,S62.650K,ICD10CM,PT,S62.650K,"Nondisplaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S62,S62650K,S62.650K,45574170,Condition
