code,code_type,description,concept_id,code_class
C85.82,ICD10CM,"Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",45566642,lymph
C90.20,ICD10CM,Extramedullary plasmacytoma not having achieved remission,45542660,lymph
C96.5,ICD10CM,Multifocal and unisystemic Langerhans-cell histiocytosis,920126,lymph
C82.69,ICD10CM,"Cutaneous follicle center lymphoma, extranodal and solid organ sites",45576356,lymph
C82.62,ICD10CM,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",45532949,lymph
C81.29,ICD10CM,"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites",45576346,lymph
C81.79,ICD10CM,"Other Hodgkin lymphoma, extranodal and solid organ sites",45600539,lymph
C84.45,ICD10CM,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of inguinal region and lower limb",45566638,lymph
C83.71,ICD10CM,"Burkitt lymphoma, lymph nodes of head, face, and neck",45600550,lymph
C81.45,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",45561840,lymph
C81.12,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes",45581230,lymph
C81.13,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",45542635,lymph
C81.15,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",45576345,lymph
C84.03,ICD10CM,"Mycosis fungoides, intra-abdominal lymph nodes",45547542,lymph
C84.04,ICD10CM,"Mycosis fungoides, lymph nodes of axilla and upper limb",45600553,lymph
C81.28,ICD10CM,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",45566623,lymph
C96.6,ICD10CM,Unifocal Langerhans-cell histiocytosis,920127,lymph
C90.02,ICD10CM,Multiple myeloma in relapse,45600563,lymph
C81.07,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen",45600535,lymph
C82.13,ICD10CM,"Follicular lymphoma grade II, intra-abdominal lymph nodes",45600541,lymph
C82.20,ICD10CM,"Follicular lymphoma grade III, unspecified, unspecified site",45576350,lymph
C82.23,ICD10CM,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",45566630,lymph
C82.26,ICD10CM,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",45586032,lymph
C82.39,ICD10CM,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",45557026,lymph
C82.48,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",45576352,lymph
C82.50,ICD10CM,"Diffuse follicle center lymphoma, unspecified site",45600544,lymph
C83.00,ICD10CM,"Small cell B-cell lymphoma, unspecified site",45600547,lymph
C83.11,ICD10CM,"Mantle cell lymphoma, lymph nodes of head, face, and neck",45586039,lymph
C83.54,ICD10CM,"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",45542648,lymph
C83.56,ICD10CM,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",45571556,lymph
C84.60,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, unspecified site",45557034,lymph
C84.62,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",45595709,lymph
C84.64,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",45605318,lymph
C84.68,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",45537865,lymph
C84.94,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",45605323,lymph
C84.Z3,ICD10CM,"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",45561862,lymph
C84.Z7,ICD10CM,"Other mature T/NK-cell lymphomas, spleen",45605325,lymph
C85.12,ICD10CM,"Unspecified B-cell lymphoma, intrathoracic lymph nodes",45561864,lymph
C85.26,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",45581249,lymph
C85.81,ICD10CM,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",45557035,lymph
C85.85,ICD10CM,"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",45576363,lymph
C85.89,ICD10CM,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",45566645,lymph
C90.22,ICD10CM,Extramedullary plasmacytoma in relapse,45586060,lymph
C82.51,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",45576354,lymph
C81.18,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",45537847,lymph
C81.30,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, unspecified site",45576347,lymph
C81.40,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, unspecified site",45557020,lymph
C81.78,ICD10CM,"Other Hodgkin lymphoma, lymph nodes of multiple sites",45605298,lymph
C84.47,ICD10CM,"Peripheral T-cell lymphoma, not elsewhere classified, spleen",45605316,lymph
C88.0,ICD10CM,Waldenström macroglobulinemia,35206425,lymph
C96.22,ICD10CM,Mast cell sarcoma,1326486,lymph
C81.43,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes",45566626,lymph
C81.23,ICD10CM,"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes",45571544,lymph
C81.24,ICD10CM,"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb",45605293,lymph
C81.27,ICD10CM,"Mixed cellularity Hodgkin lymphoma, spleen",45605294,lymph
C81.35,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",45595695,lymph
C84.06,ICD10CM,"Mycosis fungoides, intrapelvic lymph nodes",45571559,lymph
C84.11,ICD10CM,"Sézary disease, lymph nodes of head, face, and neck",45576360,lymph
C84.14,ICD10CM,"Sézary disease, lymph nodes of axilla and upper limb",45605314,lymph
C96.9,ICD10CM,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",35206456,lymph
C81.06,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",45561838,lymph
C81.09,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",45542634,lymph
C81.97,ICD10CM,"Hodgkin lymphoma, unspecified, spleen",45571548,lymph
C82.03,ICD10CM,"Follicular lymphoma grade I, intra-abdominal lymph nodes",45542637,lymph
C82.24,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",45595701,lymph
C82.28,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",45586033,lymph
C82.30,ICD10CM,"Follicular lymphoma grade IIIa, unspecified site",45561844,lymph
C82.49,ICD10CM,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",45600543,lymph
C82.85,ICD10CM,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",45561845,lymph
C82.86,ICD10CM,"Other types of follicular lymphoma, intrapelvic lymph nodes",45542644,lymph
C82.88,ICD10CM,"Other types of follicular lymphoma, lymph nodes of multiple sites",45532950,lymph
C83.06,ICD10CM,"Small cell B-cell lymphoma, intrapelvic lymph nodes",45605306,lymph
C83.13,ICD10CM,"Mantle cell lymphoma, intra-abdominal lymph nodes",45586040,lymph
C83.14,ICD10CM,"Mantle cell lymphoma, lymph nodes of axilla and upper limb",45590942,lymph
C83.19,ICD10CM,"Mantle cell lymphoma, extranodal and solid organ sites",45590943,lymph
C83.33,ICD10CM,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",45542647,lymph
C83.35,ICD10CM,"Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb",45581240,lymph
C83.51,ICD10CM,"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",45557028,lymph
C83.85,ICD10CM,"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",45557030,lymph
C83.88,ICD10CM,"Other non-follicular lymphoma, lymph nodes of multiple sites",45566636,lymph
C84.09,ICD10CM,"Mycosis fungoides, extranodal and solid organ sites",45600554,lymph
C84.70,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, unspecified site",45547544,lymph
C84.73,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",45537866,lymph
C84.78,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",45595710,lymph
C84.90,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, unspecified site",45532953,lymph
C84.93,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes",45605322,lymph
C84.96,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",45532954,lymph
C84.Z6,ICD10CM,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",45566640,lymph
C85.10,ICD10CM,"Unspecified B-cell lymphoma, unspecified site",45590954,lymph
C85.16,ICD10CM,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",45537868,lymph
C85.25,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",45590958,lymph
C85.27,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, spleen",45595714,lymph
C85.84,ICD10CM,"Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",45566644,lymph
C85.98,ICD10CM,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",45576365,lymph
C85.99,ICD10CM,"Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites",45590960,lymph
C81.19,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",45586031,lymph
C81.41,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",45557021,lymph
C84.41,ICD10CM,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of head, face, and neck",45600555,lymph
C84.42,ICD10CM,"Peripheral T-cell lymphoma, not elsewhere classified, intrathoracic lymph nodes",45571561,lymph
C84.43,ICD10CM,"Peripheral T-cell lymphoma, not elsewhere classified, intra-abdominal lymph nodes",45586050,lymph
C84.46,ICD10CM,"Peripheral T-cell lymphoma, not elsewhere classified, intrapelvic lymph nodes",45542654,lymph
C83.72,ICD10CM,"Burkitt lymphoma, intrathoracic lymph nodes",45605308,lymph
C83.75,ICD10CM,"Burkitt lymphoma, lymph nodes of inguinal region and lower limb",45600551,lymph
C81.17,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, spleen",45600536,lymph
C81.33,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes",45590930,lymph
C81.38,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites",45581231,lymph
C84.07,ICD10CM,"Mycosis fungoides, spleen",45581242,lymph
C84.18,ICD10CM,"Sézary disease, lymph nodes of multiple sites",45547543,lymph
C88.4,ICD10CM,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],920123,lymph
C96.21,ICD10CM,Aggressive systemic mastocytosis,1326485,lymph
C83.37,ICD10CM,"Diffuse large B-cell lymphoma, spleen",45586043,lymph
C81.99,ICD10CM,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites",45576348,lymph
C82.27,ICD10CM,"Follicular lymphoma grade III, unspecified, spleen",45590935,lymph
C82.32,ICD10CM,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",45542639,lymph
C82.33,ICD10CM,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",45547535,lymph
C82.43,ICD10CM,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",45532948,lymph
C82.52,ICD10CM,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",45576355,lymph
C82.59,ICD10CM,"Diffuse follicle center lymphoma, extranodal and solid organ sites",45537857,lymph
C82.98,ICD10CM,"Follicular lymphoma, unspecified, lymph nodes of multiple sites",45552302,lymph
C83.03,ICD10CM,"Small cell B-cell lymphoma, intra-abdominal lymph nodes",45605304,lymph
C83.07,ICD10CM,"Small cell B-cell lymphoma, spleen",45566634,lymph
C83.09,ICD10CM,"Small cell B-cell lymphoma, extranodal and solid organ sites",45537859,lymph
C83.12,ICD10CM,"Mantle cell lymphoma, intrathoracic lymph nodes",45600548,lymph
C83.30,ICD10CM,"Diffuse large B-cell lymphoma, unspecified site",45561851,lymph
C83.34,ICD10CM,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",45561853,lymph
C83.38,ICD10CM,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",45571554,lymph
C83.91,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",45566637,lymph
C83.92,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",45571558,lymph
C84.72,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",45571563,lymph
C84.99,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites",45571565,lymph
C84.A0,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, unspecified site",45590951,lymph
C84.A9,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",45561860,lymph
C84.Z1,ICD10CM,"Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",45561861,lymph
C85.14,ICD10CM,"Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb",45605326,lymph
C85.17,ICD10CM,"Unspecified B-cell lymphoma, spleen",45605327,lymph
C85.18,ICD10CM,"Unspecified B-cell lymphoma, lymph nodes of multiple sites",45547548,lymph
C85.19,ICD10CM,"Unspecified B-cell lymphoma, extranodal and solid organ sites",45542658,lymph
C85.21,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",45581248,lymph
C85.24,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",45566641,lymph
C85.29,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",45561865,lymph
C85.87,ICD10CM,"Other specified types of non-Hodgkin lymphoma, spleen",45537869,lymph
C85.97,ICD10CM,"Non-Hodgkin lymphoma, unspecified, spleen",45537870,lymph
C96.0,ICD10CM,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,35206451,lymph
C82.65,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",45586036,lymph
C81.10,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, unspecified site",45581229,lymph
C81.49,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites",45590931,lymph
C81.72,ICD10CM,"Other Hodgkin lymphoma, intrathoracic lymph nodes",45552294,lymph
C96.29,ICD10CM,Other malignant mast cell neoplasm,1326487,lymph
C83.73,ICD10CM,"Burkitt lymphoma, intra-abdominal lymph nodes",45576358,lymph
C81.42,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes",45566625,lymph
C81.16,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes",45537846,lymph
C84.01,ICD10CM,"Mycosis fungoides, lymph nodes of head, face, and neck",45542650,lymph
C84.02,ICD10CM,"Mycosis fungoides, intrathoracic lymph nodes",45590949,lymph
C84.08,ICD10CM,"Mycosis fungoides, lymph nodes of multiple sites",45586048,lymph
C84.15,ICD10CM,"Sézary disease, lymph nodes of inguinal region and lower limb",45537863,lymph
C90.21,ICD10CM,Extramedullary plasmacytoma in remission,45605330,lymph
C81.02,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",45552290,lymph
C81.91,ICD10CM,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",45561842,lymph
C81.92,ICD10CM,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",45571546,lymph
C81.94,ICD10CM,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",45566628,lymph
C82.01,ICD10CM,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",45532944,lymph
C82.07,ICD10CM,"Follicular lymphoma grade I, spleen",45590934,lymph
C82.12,ICD10CM,"Follicular lymphoma grade II, intrathoracic lymph nodes",45557025,lymph
C82.21,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",45595700,lymph
C82.22,ICD10CM,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",45537853,lymph
C82.40,ICD10CM,"Follicular lymphoma grade IIIb, unspecified site",45586034,lymph
C82.44,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",45600542,lymph
C82.46,ICD10CM,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",45566631,lymph
C82.56,ICD10CM,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",45547536,lymph
