"Code","Description","id"
"B190","Unspecified viral hepatitis with hepatic coma",677
"B1910","Unspecified viral hepatitis B without hepatic coma",678
"B1911","Unspecified viral hepatitis B with hepatic coma",679
"B1920","Unspecified viral hepatitis C without hepatic coma",680
"B1921","Unspecified viral hepatitis C with hepatic coma",681
"B199","Unspecified viral hepatitis without hepatic coma",682
"B20","Human immunodeficiency virus [HIV] disease",683
"B250","Cytomegaloviral pneumonitis",684
"B251","Cytomegaloviral hepatitis",685
"B252","Cytomegaloviral pancreatitis",686
"B258","Other cytomegaloviral diseases",687
"B259","Cytomegaloviral disease, unspecified",688
"B260","Mumps orchitis",689
"B261","Mumps meningitis",690
"B262","Mumps encephalitis",691
"B263","Mumps pancreatitis",692
"B2681","Mumps hepatitis",693
"B2682","Mumps myocarditis",694
"B2683","Mumps nephritis",695
"B2684","Mumps polyneuropathy",696
"B2685","Mumps arthritis",697
"B2689","Other mumps complications",698
"B269","Mumps without complication",699
"B2700","Gammaherpesviral mononucleosis without complication",700
"B2701","Gammaherpesviral mononucleosis with polyneuropathy",701
"B2702","Gammaherpesviral mononucleosis with meningitis",702
"B2709","Gammaherpesviral mononucleosis with other complications",703
"B2710","Cytomegaloviral mononucleosis without complications",704
"B2711","Cytomegaloviral mononucleosis with polyneuropathy",705
"B2712","Cytomegaloviral mononucleosis with meningitis",706
"B2719","Cytomegaloviral mononucleosis with other complication",707
"B2780","Other infectious mononucleosis without complication",708
"B2781","Other infectious mononucleosis with polyneuropathy",709
"B2782","Other infectious mononucleosis with meningitis",710
"B2789","Other infectious mononucleosis with other complication",711
"B2790","Infectious mononucleosis, unspecified without complication",712
"B2791","Infectious mononucleosis, unspecified with polyneuropathy",713
"B2792","Infectious mononucleosis, unspecified with meningitis",714
"B2799","Infectious mononucleosis, unspecified with other complication",715
"B300","Keratoconjunctivitis due to adenovirus",716
"B301","Conjunctivitis due to adenovirus",717
"B302","Viral pharyngoconjunctivitis",718
"B303","Acute epidemic hemorrhagic conjunctivitis (enteroviral)",719
"B308","Other viral conjunctivitis",720
"B309","Viral conjunctivitis, unspecified",721
"B330","Epidemic myalgia",722
"B331","Ross River disease",723
"B3320","Viral carditis, unspecified",724
"B3321","Viral endocarditis",725
"B3322","Viral myocarditis",726
"B3323","Viral pericarditis",727
"B3324","Viral cardiomyopathy",728
"B333","Retrovirus infections, not elsewhere classified",729
"B334","Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]",730
"B338","Other specified viral diseases",731
"B340","Adenovirus infection, unspecified",732
"B341","Enterovirus infection, unspecified",733
"B342","Coronavirus infection, unspecified",734
"B343","Parvovirus infection, unspecified",735
"B344","Papovavirus infection, unspecified",736
"B348","Other viral infections of unspecified site",737
"B349","Viral infection, unspecified",738
"B350","Tinea barbae and tinea capitis",739
"B351","Tinea unguium",740
"B352","Tinea manuum",741
"B353","Tinea pedis",742
"B354","Tinea corporis",743
"B355","Tinea imbricata",744
"B356","Tinea cruris",745
"B358","Other dermatophytoses",746
"B359","Dermatophytosis, unspecified",747
"B360","Pityriasis versicolor",748
"B361","Tinea nigra",749
"B362","White piedra",750
"B363","Black piedra",751
"B368","Other specified superficial mycoses",752
"B369","Superficial mycosis, unspecified",753
"B370","Candidal stomatitis",754
"B371","Pulmonary candidiasis",755
"B372","Candidiasis of skin and nail",756
"B373","Candidiasis of vulva and vagina",757
"B3741","Candidal cystitis and urethritis",758
"B3742","Candidal balanitis",759
"B3749","Other urogenital candidiasis",760
"B375","Candidal meningitis",761
"B376","Candidal endocarditis",762
"B377","Candidal sepsis",763
"B3781","Candidal esophagitis",764
"B3782","Candidal enteritis",765
"B3783","Candidal cheilitis",766
"B3784","Candidal otitis externa",767
"B3789","Other sites of candidiasis",768
"B379","Candidiasis, unspecified",769
"B380","Acute pulmonary coccidioidomycosis",770
"B381","Chronic pulmonary coccidioidomycosis",771
"B382","Pulmonary coccidioidomycosis, unspecified",772
"B383","Cutaneous coccidioidomycosis",773
"B384","Coccidioidomycosis meningitis",774
"B387","Disseminated coccidioidomycosis",775
"B3881","Prostatic coccidioidomycosis",776
"B3889","Other forms of coccidioidomycosis",777
"B389","Coccidioidomycosis, unspecified",778
"B390","Acute pulmonary histoplasmosis capsulati",779
"B391","Chronic pulmonary histoplasmosis capsulati",780
"B392","Pulmonary histoplasmosis capsulati, unspecified",781
"B393","Disseminated histoplasmosis capsulati",782
"B394","Histoplasmosis capsulati, unspecified",783
"B395","Histoplasmosis duboisii",784
"B399","Histoplasmosis, unspecified",785
"B400","Acute pulmonary blastomycosis",786
"B401","Chronic pulmonary blastomycosis",787
"B402","Pulmonary blastomycosis, unspecified",788
"B403","Cutaneous blastomycosis",789
"B407","Disseminated blastomycosis",790
"B4081","Blastomycotic meningoencephalitis",791
"B4089","Other forms of blastomycosis",792
"B409","Blastomycosis, unspecified",793
"B410","Pulmonary paracoccidioidomycosis",794
"B417","Disseminated paracoccidioidomycosis",795
"B418","Other forms of paracoccidioidomycosis",796
"B419","Paracoccidioidomycosis, unspecified",797
"B420","Pulmonary sporotrichosis",798
"B421","Lymphocutaneous sporotrichosis",799
"B427","Disseminated sporotrichosis",800
"B4281","Cerebral sporotrichosis",801
"B4282","Sporotrichosis arthritis",802
"B4289","Other forms of sporotrichosis",803
"B429","Sporotrichosis, unspecified",804
"B430","Cutaneous chromomycosis",805
"B431","Pheomycotic brain abscess",806
"B432","Subcutaneous pheomycotic abscess and cyst",807
"B438","Other forms of chromomycosis",808
"B439","Chromomycosis, unspecified",809
"B440","Invasive pulmonary aspergillosis",810
"B441","Other pulmonary aspergillosis",811
"B442","Tonsillar aspergillosis",812
"B447","Disseminated aspergillosis",813
"B4481","Allergic bronchopulmonary aspergillosis",814
"B4489","Other forms of aspergillosis",815
"B449","Aspergillosis, unspecified",816
"B450","Pulmonary cryptococcosis",817
"B451","Cerebral cryptococcosis",818
"B452","Cutaneous cryptococcosis",819
"B453","Osseous cryptococcosis",820
"B457","Disseminated cryptococcosis",821
"B458","Other forms of cryptococcosis",822
"B459","Cryptococcosis, unspecified",823
"B460","Pulmonary mucormycosis",824
"B461","Rhinocerebral mucormycosis",825
"B462","Gastrointestinal mucormycosis",826
"B463","Cutaneous mucormycosis",827
"B464","Disseminated mucormycosis",828
"B465","Mucormycosis, unspecified",829
"B468","Other zygomycoses",830
"B469","Zygomycosis, unspecified",831
"B470","Eumycetoma",832
"B471","Actinomycetoma",833
"B479","Mycetoma, unspecified",834
"B480","Lobomycosis",835
"B481","Rhinosporidiosis",836
"B482","Allescheriasis",837
"B483","Geotrichosis",838
"B484","Penicillosis",839
"B488","Other specified mycoses",840
"B49","Unspecified mycosis",841
"B500","Plasmodium falciparum malaria with cerebral complications",842
"B508","Other severe and complicated Plasmodium falciparum malaria",843
"B509","Plasmodium falciparum malaria, unspecified",844
"B510","Plasmodium vivax malaria with rupture of spleen",845
"B518","Plasmodium vivax malaria with other complications",846
"B519","Plasmodium vivax malaria without complication",847
"B520","Plasmodium malariae malaria with nephropathy",848
"B528","Plasmodium malariae malaria with other complications",849
"B529","Plasmodium malariae malaria without complication",850
"B530","Plasmodium ovale malaria",851
"B531","Malaria due to simian plasmodia",852
"B538","Other malaria, not elsewhere classified",853
"B54","Unspecified malaria",854
"B550","Visceral leishmaniasis",855
"B551","Cutaneous leishmaniasis",856
"B552","Mucocutaneous leishmaniasis",857
"B559","Leishmaniasis, unspecified",858
"B560","Gambiense trypanosomiasis",859
"B561","Rhodesiense trypanosomiasis",860
"B569","African trypanosomiasis, unspecified",861
"B570","Acute Chagas' disease with heart involvement",862
"B571","Acute Chagas' disease without heart involvement",863
"B572","Chagas' disease (chronic) with heart involvement",864
"B5730","Chagas' disease with digestive system involvement, unspecified",865
"B5731","Megaesophagus in Chagas' disease",866
"B5732","Megacolon in Chagas' disease",867
"B5739","Other digestive system involvement in Chagas' disease",868
"B5740","Chagas' disease with nervous system involvement, unspecified",869
"B5741","Meningitis in Chagas' disease",870
"B5742","Meningoencephalitis in Chagas' disease",871
"B5749","Other nervous system involvement in Chagas' disease",872
"B575","Chagas' disease (chronic) with other organ involvement",873
"B5800","Toxoplasma oculopathy, unspecified",874
"B5801","Toxoplasma chorioretinitis",875
"B5809","Other toxoplasma oculopathy",876
"B581","Toxoplasma hepatitis",877
"B582","Toxoplasma meningoencephalitis",878
"B583","Pulmonary toxoplasmosis",879
"B5881","Toxoplasma myocarditis",880
"B5882","Toxoplasma myositis",881
"B5883","Toxoplasma tubulo-interstitial nephropathy",882
"B5889","Toxoplasmosis with other organ involvement",883
"B589","Toxoplasmosis, unspecified",884
"B59","Pneumocystosis",885
"B6000","Babesiosis, unspecified",886
"B6001","Babesiosis due to Babesia microti",887
"B6002","Babesiosis due to Babesia duncani",888
"B6003","Babesiosis due to Babesia divergens",889
"B6009","Other babesiosis",890
"B6010","Acanthamebiasis, unspecified",891
"B6011","Meningoencephalitis due to Acanthamoeba (culbertsoni)",892
"B6012","Conjunctivitis due to Acanthamoeba",893
"B6013","Keratoconjunctivitis due to Acanthamoeba",894
"B6019","Other acanthamebic disease",895
"B602","Naegleriasis",896
"B608","Other specified protozoal diseases",897
"B64","Unspecified protozoal disease",898
"B650","Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]",899
"B651","Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]",900
"B652","Schistosomiasis due to Schistosoma japonicum",901
"B653","Cercarial dermatitis",902
"B658","Other schistosomiasis",903
"B659","Schistosomiasis, unspecified",904
"B660","Opisthorchiasis",905
"B661","Clonorchiasis",906
"B662","Dicroceliasis",907
"B663","Fascioliasis",908
"B664","Paragonimiasis",909
"B665","Fasciolopsiasis",910
"B668","Other specified fluke infections",911
"B669","Fluke infection, unspecified",912
"B670","Echinococcus granulosus infection of liver",913
"B671","Echinococcus granulosus infection of lung",914
"B672","Echinococcus granulosus infection of bone",915
"B6731","Echinococcus granulosus infection, thyroid gland",916
"B6732","Echinococcus granulosus infection, multiple sites",917
"B6739","Echinococcus granulosus infection, other sites",918
"B674","Echinococcus granulosus infection, unspecified",919
"B675","Echinococcus multilocularis infection of liver",920
"B6761","Echinococcus multilocularis infection, multiple sites",921
"B6769","Echinococcus multilocularis infection, other sites",922
"B677","Echinococcus multilocularis infection, unspecified",923
"B678","Echinococcosis, unspecified, of liver",924
"B6790","Echinococcosis, unspecified",925
"B6799","Other echinococcosis",926
"B680","Taenia solium taeniasis",927
"B681","Taenia saginata taeniasis",928
"B689","Taeniasis, unspecified",929
"B690","Cysticercosis of central nervous system",930
"B691","Cysticercosis of eye",931
"B6981","Myositis in cysticercosis",932
"B6989","Cysticercosis of other sites",933
"B699","Cysticercosis, unspecified",934
"B700","Diphyllobothriasis",935
"B701","Sparganosis",936
"B710","Hymenolepiasis",937
"B711","Dipylidiasis",938
"B718","Other specified cestode infections",939
"B719","Cestode infection, unspecified",940
"B72","Dracunculiasis",941
"B7300","Onchocerciasis with eye involvement, unspecified",942
"B7301","Onchocerciasis with endophthalmitis",943
"B7302","Onchocerciasis with glaucoma",944
"B7309","Onchocerciasis with other eye involvement",945
"B731","Onchocerciasis without eye disease",946
"B740","Filariasis due to Wuchereria bancrofti",947
"B741","Filariasis due to Brugia malayi",948
"B742","Filariasis due to Brugia timori",949
"B743","Loiasis",950
"B744","Mansonelliasis",951
"B748","Other filariases",952
"B749","Filariasis, unspecified",953
"B75","Trichinellosis",954
"B760","Ancylostomiasis",955
"B761","Necatoriasis",956
"B768","Other hookworm diseases",957
"B769","Hookworm disease, unspecified",958
"B770","Ascariasis with intestinal complications",959
"B7781","Ascariasis pneumonia",960
"B7789","Ascariasis with other complications",961
"B779","Ascariasis, unspecified",962
"B780","Intestinal strongyloidiasis",963
"B781","Cutaneous strongyloidiasis",964
"B787","Disseminated strongyloidiasis",965
"B789","Strongyloidiasis, unspecified",966
"B79","Trichuriasis",967
"B80","Enterobiasis",968
"B810","Anisakiasis",969
"B811","Intestinal capillariasis",970
"B812","Trichostrongyliasis",971
"B813","Intestinal angiostrongyliasis",972
"B814","Mixed intestinal helminthiases",973
"B818","Other specified intestinal helminthiases",974
"B820","Intestinal helminthiasis, unspecified",975
"B829","Intestinal parasitism, unspecified",976
"B830","Visceral larva migrans",977
"B831","Gnathostomiasis",978
"B832","Angiostrongyliasis due to Parastrongylus cantonensis",979
"B833","Syngamiasis",980
"B834","Internal hirudiniasis",981
"B838","Other specified helminthiases",982
"B839","Helminthiasis, unspecified",983
"B850","Pediculosis due to Pediculus humanus capitis",984
"B851","Pediculosis due to Pediculus humanus corporis",985
"B852","Pediculosis, unspecified",986
"B853","Phthiriasis",987
"B854","Mixed pediculosis and phthiriasis",988
"B86","Scabies",989
"B870","Cutaneous myiasis",990
"B871","Wound myiasis",991
"B872","Ocular myiasis",992
"B873","Nasopharyngeal myiasis",993
"B874","Aural myiasis",994
"B8781","Genitourinary myiasis",995
"B8782","Intestinal myiasis",996
"B8789","Myiasis of other sites",997
"B879","Myiasis, unspecified",998
"B880","Other acariasis",999
"B881","Tungiasis [sandflea infestation]",1000
"B882","Other arthropod infestations",1001
